year;month;day;hour;minute;Fs_1;Fs_2;Fs_3;Fs_4;Ts_1;TFs_2;TFs_3;Ts_4;VWC_1;VWC_2;VWC_3;VWC_4
2017;6;9;4;24;0.31;0.25;0.2;NaN;23.904;24.297;23.598;23.64;0.039630966;0.049016576;0.024984326;0.058296054
2017;6;9;5;24;0.38;0.24;0.2;NaN;23.2;23.655;22.963;23.017;0.039630966;0.048298374;0.0242454;0.05687535
2017;6;9;6;24;0.37;0.31;0.34;0.13;22.801;23.22;22.717;22.924;0.039630966;0.048298374;0.0242454;0.05687535
2017;6;9;7;24;0.5;0.33;0.45;0.43;23.849;23.488;24.198;23.691;0.040356704;0.049016576;0.026460294;0.057586016
2017;6;9;8;24;0.52;0.33;0.64;0.65;26.65;25.584;28.123;25.217;0.043253376;0.052598166;0.029404694;0.058296054
2017;6;9;9;24;0.66;0.37;0.71;0.69;30.863;28.656;32.374;29.474;0.046860086;0.056164056;0.034533216;0.062543094
2017;6;9;10;24;0.62;0.38;0.77;0.66;35.917;31.973;36.775;34.996;0.050451096;0.058296054;0.037449984;0.069571254
2017;6;9;11;24;0.68;0.37;0.76;0.82;40.389;36.362;40.533;39.898;0.055452134;0.065361894;0.040356704;0.073758006
2017;6;9;12;24;0.69;0.45;0.86;0.55;44.042;40.15;43.461;43.698;0.059005464;0.068871264;0.043253376;0.077229696
2017;6;9;13;24;0.83;0.47;0.88;0.47;46.761;42.915;45.634;45.967;0.059714246;0.070270616;0.043253376;0.079995744
2017;6;9;14;24;0.84;0.55;0.99;0.61;48.131;44.716;46.525;46.709;0.061836824;0.07096935;0.043253376;0.078613976
2017;6;9;15;24;1;0.57;0.81;0.3;48.952;45.902;46.837;47.117;0.061836824;0.071667456;0.043253376;0.079305174
2017;6;9;16;24;0.98;0.62;0.91;0.47;45.745;43.991;43.339;43.227;0.057586016;0.066767526;0.0389046;0.075148566
2017;6;9;17;24;0.91;0.51;0.65;0.3;43.988;43.064;40.97;40.893;0.055452134;0.065361894;0.036721734;0.072364934
2017;6;9;18;24;0.76;0.51;0.6;0.29;40.732;40.312;38.28;37.769;0.052598166;0.061129926;0.03526335;0.069571254
2017;6;9;19;24;0.81;0.52;0.56;0.3;38.007;37.733;36.131;35.553;0.04973415;0.058296054;0.032339046;0.066065024
2017;6;9;20;24;0.7;0.48;0.43;0.27;35.773;35.612;34.259;33.558;0.047579544;0.056164056;0.029404694;0.065361894
2017;6;9;21;24;0.66;0.43;0.45;0.24;33.593;33.57;32.343;31.728;0.044697944;0.054739584;0.029404694;0.063248736
2017;6;9;22;24;0.63;0.41;0.38;0.15;31.787;31.82;30.749;30.241;0.043975974;0.0533126;0.027197336;0.061129926
2017;6;9;23;24;0.53;0.42;0.38;0.13;30.224;30.362;29.433;29.052;0.043253376;0.051883104;0.026460294;0.0604224
2017;6;10;0;24;0.47;0.34;0.35;0.13;28.884;29.111;28.264;27.984;0.041081814;0.04973415;0.025722624;0.059005464
2017;6;10;1;24;0.47;0.35;0.38;0.14;27.788;28.066;27.284;27.066;0.041806296;0.04973415;0.0242454;0.057586016
2017;6;10;2;24;0.46;0.35;0.3;0.13;26.833;27.151;26.463;26.326;0.041081814;0.049016576;0.024984326;0.057586016
2017;6;10;3;24;0.48;0.34;0.29;0.11;25.989;26.357;25.697;25.64;0.039630966;0.049016576;0.022765664;0.05687535
2017;6;10;4;24;0.39;0.3;0.3;NaN;25.158;25.61;24.946;24.958;0.039630966;0.047579544;0.023505846;0.055452134
2017;6;10;5;24;0.4;0.29;0.3;NaN;24.405;24.923;24.266;24.354;0.0389046;0.047579544;0.022765664;0.054739584
2017;6;10;6;24;0.43;0.32;0.35;0.19;23.966;24.416;23.959;24.149;0.0389046;0.047579544;0.022765664;0.054739584
2017;6;10;7;24;0.54;0.34;0.47;0.38;25.017;24.613;25.52;24.562;0.039630966;0.048298374;0.0242454;0.054739584
2017;6;10;8;24;0.56;0.34;0.66;0.6;27.78;26.633;29.456;25.919;0.043253376;0.050451096;0.028669536;0.05687535
2017;6;10;9;24;0.69;0.36;0.73;0.58;31.868;29.656;33.73;30.046;0.04614;0.054739584;0.032339046;0.0604224
2017;6;10;10;24;0.63;0.36;0.77;0.7;36.737;32.892;37.846;35.003;0.050451096;0.059005464;0.03526335;0.064658136
2017;6;10;11;24;0.74;0.36;0.76;0.57;40.932;37.092;41.548;39.449;0.0533126;0.063248736;0.0389046;0.069571254
2017;6;10;12;24;0.69;0.41;0.85;0.51;44.392;40.632;44.268;42.716;0.05687535;0.066065024;0.040356704;0.07096935
2017;6;10;13;24;0.77;0.46;0.87;0.58;47.117;43.329;46.319;45.132;0.059005464;0.068871264;0.041081814;0.073758006
2017;6;10;14;24;0.8;0.5;0.81;0.36;48.625;45.304;47.429;46.023;0.059005464;0.068871264;0.041806296;0.0744536
2017;6;10;15;24;0.81;0.54;0.81;0.3;48.909;46.203;47.111;45.744;0.059005464;0.068871264;0.040356704;0.072364934
2017;6;10;16;24;0.94;0.59;0.75;0.28;47.863;45.973;44.425;43.353;0.059005464;0.0674694;0.0389046;0.071667456
2017;6;10;17;24;0.89;0.57;0.65;0.24;44.74;44.51;40.354;39.886;0.055452134;0.065361894;0.03526335;0.068170646
2017;6;10;18;24;0.8;0.51;0.56;0.15;40.64;41.593;37.56;36.85;0.04973415;0.0604224;0.0316064;0.066065024
2017;6;10;19;24;0.68;0.49;0.41;0.13;37.169;38.056;35.032;34.093;0.047579544;0.05687535;0.028669536;0.062543094
2017;6;10;20;24;0.64;0.42;0.37;0.14;34.345;35.065;32.714;31.848;0.045419286;0.0533126;0.02793375;0.0604224
2017;6;10;21;24;0.59;0.39;0.33;0.1;32.111;32.727;30.822;30.149;0.043253376;0.051883104;0.025722624;0.057586016
2017;6;10;22;24;0.5;0.37;0.34;0.13;30.217;30.806;29.177;28.723;0.041806296;0.04973415;0.024984326;0.057586016
2017;6;10;23;24;0.54;0.33;0.32;0.1;28.784;29.299;27.98;27.696;0.041081814;0.049016576;0.0242454;0.056164056
2017;6;11;0;24;0.44;0.35;0.35;0.12;27.507;27.936;26.848;26.615;0.040356704;0.047579544;0.022024854;0.054026406
2017;6;11;1;24;0.41;0.32;0.3;NaN;26.586;26.93;26.105;25.91;0.039630966;0.046860086;0.022765664;0.054739584
2017;6;11;2;24;0.37;0.34;0.25;NaN;25.611;25.997;25.231;25.022;0.038177606;0.046860086;0.022024854;0.0533126
2017;6;11;3;24;0.38;0.29;0.25;NaN;24.517;24.982;24.231;24.145;0.038177606;0.045419286;0.019798656;0.052598166
2017;6;11;4;24;0.36;0.28;0.24;NaN;23.726;24.19;23.561;23.516;0.037449984;0.044697944;0.02054135;0.052598166
2017;6;11;5;24;0.31;0.3;0.2;NaN;22.841;23.391;22.709;22.559;0.036721734;0.043975974;0.019055334;0.051167414
2017;6;11;6;24;0.4;0.29;0.32;0.2;22.219;22.745;22.259;22.517;0.036721734;0.043975974;0.019798656;0.051167414
2017;6;11;7;24;0.53;0.32;0.49;0.43;23.507;23.071;24.057;23.349;0.038177606;0.044697944;0.022765664;0.051167414
2017;6;11;8;24;0.55;0.36;0.71;0.62;26.338;25.341;28.137;24.784;0.040356704;0.047579544;0.025722624;0.052598166
2017;6;11;9;24;0.72;0.39;0.83;0.55;30.282;28.301;32.371;28.676;0.043975974;0.051883104;0.029404694;0.055452134
2017;6;11;10;24;0.71;0.37;0.85;0.55;35.076;31.371;36.516;33.478;0.048298374;0.055452134;0.033071064;0.0604224
2017;6;11;11;24;0.66;0.33;0.92;0.55;39.517;35.769;40.309;37.877;0.051167414;0.0604224;0.034533216;0.063248736
2017;6;11;12;24;0.75;0.39;0.89;0.51;43.052;39.453;43.183;41.196;0.054739584;0.06395375;0.037449984;0.0674694
2017;6;11;13;24;0.72;0.45;0.83;0.43;45.716;42.16;45.219;43.13;0.055452134;0.066065024;0.039630966;0.069571254
2017;6;11;14;24;0.81;0.52;0.82;0.33;47.303;44.051;46.287;44.392;0.057586016;0.066767526;0.0389046;0.069571254
2017;6;11;15;24;0.84;0.52;0.83;0.31;47.815;45.026;46.153;44.158;0.058296054;0.066767526;0.0389046;0.070270616
2017;6;11;16;24;0.79;0.52;0.7;0.17;46.785;44.782;43.568;41.956;0.055452134;0.064658136;0.038177606;0.068170646
2017;6;11;17;24;0.81;0.54;0.6;0.22;43.807;43.459;39.611;38.855;0.0533126;0.062543094;0.033071064;0.064658136
2017;6;11;18;24;0.86;0.51;0.56;0.19;39.85;40.831;36.887;36.09;0.050451096;0.059005464;0.030873126;0.063248736
2017;6;11;19;24;0.71;0.45;0.45;0.13;36.677;37.508;34.648;33.487;0.046860086;0.055452134;0.02793375;0.0604224
2017;6;11;20;24;0.63;0.42;0.41;0.12;34.084;34.697;32.569;31.44;0.044697944;0.052598166;0.025722624;0.059005464
2017;6;11;21;24;0.65;0.41;0.31;NaN;31.954;32.465;30.778;29.794;0.043253376;0.050451096;0.025722624;0.05687535
2017;6;11;22;24;0.51;0.37;0.34;0.13;30.251;30.654;29.319;28.48;0.041806296;0.04973415;0.022765664;0.054026406
2017;6;11;23;24;0.48;0.35;0.32;NaN;28.854;29.202;28.129;27.453;0.041081814;0.048298374;0.022765664;0.054739584
2017;6;12;0;24;0.45;0.33;0.29;NaN;27.631;27.985;27.047;26.559;0.039630966;0.046860086;0.022024854;0.0533126
2017;6;12;1;24;0.44;0.32;0.31;0.12;26.643;26.967;26.218;25.864;0.039630966;0.046860086;0.021283416;0.0533126
2017;6;12;2;24;0.45;0.31;0.23;NaN;25.876;26.166;25.554;25.128;0.038177606;0.04614;0.021283416;0.052598166
2017;6;12;3;24;0.38;0.28;0.27;0.09;25.077;25.346;24.854;24.51;0.038177606;0.045419286;0.02054135;0.052598166
2017;6;12;4;24;0.37;0.29;0.3;0.12;24.363;24.648;24.241;23.92;0.038177606;0.045419286;0.02054135;0.051167414
2017;6;12;5;24;0.35;0.25;0.29;NaN;23.692;24.02;23.644;23.374;0.037449984;0.044697944;0.019798656;0.051167414
2017;6;12;6;24;0.37;0.29;0.35;0.19;23.261;23.555;23.355;23.34;0.037449984;0.044697944;0.019798656;0.051167414
2017;6;12;7;24;0.48;0.33;0.48;0.33;24.316;23.805;24.846;23.812;0.038177606;0.045419286;0.021283416;0.051167414
2017;6;12;8;24;0.57;0.38;0.68;0.55;26.79;25.797;28.559;24.868;0.040356704;0.048298374;0.025722624;0.051883104
2017;6;12;9;24;0.67;0.36;0.74;0.64;30.542;28.556;32.676;28.584;0.043253376;0.051167414;0.029404694;0.055452134
2017;6;12;10;24;0.68;0.4;0.89;0.68;35.525;31.703;36.986;33.765;0.048298374;0.055452134;0.0316064;0.059714246
2017;6;12;11;24;0.7;0.33;0.81;0.4;39.895;36.024;40.781;38.275;0.051883104;0.0604224;0.035992856;0.064658136
2017;6;12;12;24;0.73;0.41;0.92;0.66;43.53;39.764;43.661;41.806;0.0533126;0.06395375;0.037449984;0.068170646
2017;6;12;13;24;0.74;0.49;0.9;0.63;46.473;42.661;45.988;45.16;0.05687535;0.066065024;0.038177606;0.069571254
2017;6;12;14;24;0.75;0.52;0.94;0.42;48.345;44.848;47.157;45.983;0.057586016;0.068170646;0.040356704;0.071667456
2017;6;12;15;24;0.97;0.53;0.79;0.36;48.68;45.929;46.958;45.425;0.057586016;0.066767526;0.039630966;0.070270616
2017;6;12;16;24;0.95;0.51;0.77;0.32;47.476;45.868;44.435;43.084;0.05687535;0.066065024;0.036721734;0.069571254
2017;6;12;17;24;0.9;0.5;0.65;0.34;44.307;44.693;40.492;39.825;0.0533126;0.06395375;0.033802454;0.066065024
2017;6;12;18;24;0.87;0.52;0.56;0.26;40.468;42.113;37.74;36.975;0.050451096;0.0604224;0.029404694;0.062543094
2017;6;12;19;24;0.81;0.42;0.49;0.19;37.294;38.763;35.432;34.187;0.046860086;0.056164056;0.028669536;0.061836824
2017;6;12;20;24;0.64;0.44;0.4;0.14;34.643;35.786;33.244;31.946;0.045419286;0.0533126;0.025722624;0.059005464
2017;6;12;21;24;0.57;0.43;0.34;0.12;32.442;33.398;31.336;30.152;0.04253015;0.051883104;0.024984326;0.05687535
2017;6;12;22;24;0.5;0.38;0.34;0.11;30.643;31.482;29.799;28.768;0.041806296;0.04973415;0.0242454;0.056164056
2017;6;12;23;24;0.52;0.39;0.36;0.13;29.245;29.975;28.649;27.749;0.041081814;0.048298374;0.022765664;0.054739584
2017;6;13;0;24;0.46;0.34;0.34;0.1;28.013;28.699;27.591;26.693;0.040356704;0.047579544;0.022765664;0.0533126
2017;6;13;1;24;0.43;0.3;0.3;NaN;26.886;27.557;26.602;25.742;0.038177606;0.04614;0.022024854;0.0533126
2017;6;13;2;24;0.39;0.31;0.27;NaN;25.857;26.524;25.68;24.843;0.0389046;0.04614;0.02054135;0.051883104
2017;6;13;3;24;0.33;0.27;0.21;NaN;24.856;25.539;24.751;23.923;0.038177606;0.045419286;0.02054135;0.051167414
2017;6;13;4;24;0.3;0.3;0.21;NaN;23.855;24.589;23.801;23.058;0.036721734;0.044697944;0.019798656;0.04973415
2017;6;13;5;24;0.3;0.29;0.25;NaN;22.987;23.751;23.014;22.397;0.036721734;0.043975974;0.019798656;0.04973415
2017;6;13;6;24;0.46;0.32;0.34;0.16;22.448;23.176;22.647;22.204;0.036721734;0.043975974;0.019798656;0.04973415
2017;6;13;7;24;0.51;0.37;0.48;0.4;23.608;23.336;24.317;22.668;0.037449984;0.043975974;0.021283416;0.04973415
2017;6;13;8;24;0.56;0.34;0.73;0.81;26.653;25.528;28.467;23.995;0.040356704;0.047579544;0.025722624;0.051167414
2017;6;13;9;24;0.71;0.41;0.85;0.81;30.837;28.819;33.074;28.598;0.043975974;0.051167414;0.030139224;0.055452134
2017;6;13;10;24;0.68;0.38;0.83;0.77;36.191;32.238;37.558;34.565;0.047579544;0.055452134;0.032339046;0.059714246
2017;6;13;11;24;0.64;0.35;0.93;0.67;40.832;36.779;41.473;39.743;0.052598166;0.061129926;0.035992856;0.066065024
2017;6;13;12;24;0.72;0.36;1.02;0.65;44.715;40.536;44.436;43.766;0.054739584;0.06395375;0.0389046;0.070270616
2017;6;13;13;24;0.73;0.44;0.85;0.7;47.683;43.415;46.474;46.881;0.057586016;0.066767526;0.0389046;0.070270616
2017;6;13;14;24;0.82;0.51;0.92;0.44;49.534;45.533;47.604;48.218;0.059005464;0.068170646;0.040356704;0.072364934
2017;6;13;15;24;0.87;0.55;0.88;0.36;50.092;46.737;47.655;47.832;0.059005464;0.065361894;0.040356704;0.073061784
2017;6;13;16;24;0.85;0.55;0.77;0.27;49.186;46.747;45.103;45.315;0.057586016;0.066065024;0.037449984;0.070270616
2017;6;13;17;24;0.86;0.53;0.68;0.34;45.837;45.452;40.897;41.63;0.055452134;0.06395375;0.034533216;0.066767526
2017;6;13;18;24;0.74;0.51;0.6;0.27;41.687;42.578;37.916;38.244;0.048298374;0.0604224;0.0316064;0.064658136
2017;6;13;19;24;0.65;0.48;0.46;0.2;38.098;38.919;35.415;34.842;0.046860086;0.055452134;0.027197336;0.0604224
2017;6;13;20;24;0.56;0.41;0.37;0.12;35.083;35.744;33.029;32.188;0.044697944;0.052598166;0.026460294;0.058296054
2017;6;13;21;24;0.6;0.4;0.37;0.12;32.696;33.257;31.062;30.266;0.04253015;0.050451096;0.025722624;0.056164056
2017;6;13;22;24;0.48;0.37;0.35;NaN;30.752;31.284;29.468;28.771;0.041081814;0.049016576;0.023505846;0.054739584
2017;6;13;23;24;0.46;0.33;0.31;NaN;29.183;29.721;28.214;27.555;0.041081814;0.047579544;0.022765664;0.0533126
2017;6;14;0;24;0.39;0.33;0.24;NaN;27.737;28.305;26.923;26.248;0.039630966;0.046860086;0.022024854;0.052598166
2017;6;14;1;24;0.39;0.32;0.24;NaN;26.441;27.034;25.77;25.192;0.038177606;0.045419286;0.02054135;0.051167414
2017;6;14;2;24;0.42;0.31;0.23;NaN;25.36;25.98;24.866;24.375;0.038177606;0.045419286;0.02054135;0.050451096
2017;6;14;3;24;0.37;0.29;0.17;NaN;24.385;24.994;23.981;23.504;0.036721734;0.043975974;0.019798656;0.04973415
2017;6;14;4;24;0.28;0.25;0.19;NaN;23.464;24.063;23.114;22.649;0.036721734;0.043975974;0.019798656;0.049016576
2017;6;14;5;24;0.28;0.26;0.19;NaN;22.66;23.372;22.389;21.991;0.03526335;0.04253015;0.019055334;0.048298374
2017;6;14;6;24;0.38;0.32;0.33;0.17;22.228;22.871;22.185;21.948;0.03526335;0.04253015;0.018311384;0.049016576
2017;6;14;7;24;0.53;0.36;0.55;0.46;23.535;23.095;24.097;22.589;0.038177606;0.043975974;0.021283416;0.049016576
2017;6;14;8;24;0.58;0.37;0.8;0.73;26.81;25.489;28.633;24.243;0.039630966;0.046860086;0.025722624;0.04973415
2017;6;14;9;24;0.76;0.4;0.82;0.79;31.122;29.07;33.35;29.234;0.04253015;0.051167414;0.028669536;0.054026406
2017;6;14;10;24;0.66;0.39;0.89;0.94;36.528;32.78;37.8;35.503;0.048298374;0.056164056;0.033071064;0.0604224
2017;6;14;11;24;0.71;0.37;0.86;0.85;41.193;37.574;41.731;40.704;0.051167414;0.061129926;0.036721734;0.065361894
2017;6;14;12;24;0.74;0.4;0.87;0.58;45.073;41.575;44.873;44.879;0.054739584;0.064658136;0.038177606;0.068170646
2017;6;14;13;24;0.76;0.46;0.97;0.75;48.075;44.568;47.185;47.96;0.058296054;0.066767526;0.039630966;0.07096935
2017;6;14;14;24;0.78;0.56;0.86;0.52;50.197;46.747;48.534;49.632;0.058296054;0.0674694;0.039630966;0.071667456
2017;6;14;15;24;0.88;0.56;0.88;0.6;50.874;47.931;48.633;49.472;0.059005464;0.0674694;0.039630966;0.07096935
2017;6;14;16;24;0.9;0.61;0.78;0.33;50.14;47.979;46.159;47.002;0.05687535;0.066065024;0.0389046;0.070270616
2017;6;14;17;24;0.87;0.6;0.69;0.36;46.891;46.822;42.02;43.322;0.054026406;0.06395375;0.033802454;0.066767526
2017;6;14;18;24;0.79;0.52;0.63;0.32;42.777;44.063;39.137;39.843;0.051167414;0.0604224;0.030873126;0.063248736
2017;6;14;19;24;0.66;0.52;0.49;0.2;39.145;40.306;36.628;36.529;0.046860086;0.056164056;0.028669536;0.061129926
2017;6;14;20;24;0.62;0.48;0.41;0.15;36.091;37.084;34.205;33.794;0.045419286;0.052598166;0.026460294;0.058296054
2017;6;14;21;24;0.56;0.4;0.35;0.13;33.615;34.511;32.187;31.755;0.043253376;0.050451096;0.024984326;0.05687535
2017;6;14;22;24;0.48;0.37;0.33;NaN;31.586;32.423;30.492;30.077;0.041081814;0.049016576;0.022765664;0.055452134
2017;6;14;23;24;0.44;0.4;0.3;NaN;29.841;30.669;28.931;28.599;0.040356704;0.047579544;0.021283416;0.0533126
2017;6;15;0;24;0.48;0.33;0.26;NaN;28.375;29.212;27.659;27.431;0.039630966;0.046860086;0.022024854;0.052598166
2017;6;15;1;24;0.39;0.33;0.27;NaN;27.109;27.97;26.543;26.443;0.038177606;0.04614;0.02054135;0.050451096
2017;6;15;2;24;0.42;0.31;0.25;0.1;26.069;26.957;25.7;25.677;0.038177606;0.044697944;0.02054135;0.050451096
2017;6;15;3;24;0.36;0.29;0.21;NaN;25.105;26.034;24.814;24.772;0.036721734;0.044697944;0.019798656;0.04973415
2017;6;15;4;24;0.3;0.28;0.2;NaN;24.136;25.122;23.928;23.994;0.036721734;0.043975974;0.018311384;0.048298374
2017;6;15;5;24;0.32;0.26;0.19;NaN;23.294;24.212;23.158;23.202;0.035992856;0.043253376;0.018311384;0.048298374
2017;6;15;6;24;0.32;0.28;0.3;0.16;22.75;23.696;22.739;22.795;0.03526335;0.043253376;0.019055334;0.048298374
2017;6;15;7;24;0.53;0.37;0.59;0.47;23.924;23.823;24.552;23.458;0.037449984;0.043253376;0.02054135;0.047579544
2017;6;15;8;24;0.6;0.4;0.8;0.8;27.287;26.203;29.159;25.01;0.040356704;0.047579544;0.024984326;0.04973415
2017;6;15;9;24;0.73;0.42;0.92;0.86;31.698;29.761;34.065;29.982;0.041806296;0.050451096;0.030139224;0.054026406
2017;6;15;10;24;0.76;0.37;0.92;1.02;37.48;33.471;38.906;36.544;0.047579544;0.054739584;0.032339046;0.0604224
2017;6;15;11;24;0.71;0.33;0.99;0.87;42.382;38.285;43.026;41.712;0.0533126;0.0604224;0.035992856;0.064658136
2017;6;15;12;24;0.73;0.4;0.94;0.72;46.279;42.32;46.223;45.692;0.0533126;0.063248736;0.0389046;0.068170646
2017;6;15;13;24;0.8;0.52;1.09;0.69;49.176;45.268;48.508;48.547;0.05687535;0.066065024;0.040356704;0.069571254
2017;6;15;14;24;0.94;0.55;1.03;0.68;51.253;47.562;49.743;50.44;0.058296054;0.0674694;0.040356704;0.072364934
2017;6;15;15;24;0.9;0.55;0.92;0.41;51.971;48.739;49.734;49.945;0.057586016;0.066767526;0.040356704;0.072364934
2017;6;15;16;24;0.92;0.53;0.89;0.39;50.825;48.643;47.107;47.433;0.05687535;0.066065024;0.038177606;0.069571254
2017;6;15;17;24;0.97;0.53;0.75;0.4;47.591;47.291;42.903;43.821;0.054739584;0.063248736;0.034533216;0.066767526
2017;6;15;18;24;0.84;0.5;0.68;0.36;43.484;44.486;39.908;40.505;0.04973415;0.059005464;0.030873126;0.064658136
2017;6;15;19;24;0.73;0.5;0.5;0.2;39.832;40.831;37.33;37.169;0.047579544;0.055452134;0.02793375;0.061129926
2017;6;15;20;24;0.61;0.46;0.43;0.14;36.691;37.587;34.756;34.296;0.044697944;0.0533126;0.026460294;0.059005464
2017;6;15;21;24;0.57;0.4;0.37;0.11;34.178;34.978;32.662;32.221;0.04253015;0.050451096;0.0242454;0.055452134
2017;6;15;22;24;0.48;0.4;0.29;NaN;32.121;32.879;30.89;30.481;0.041806296;0.04973415;0.023505846;0.054739584
2017;6;15;23;24;0.43;0.35;0.27;NaN;30.308;31.046;29.243;28.857;0.039630966;0.047579544;0.022765664;0.0533126
2017;6;16;0;24;0.45;0.33;0.26;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2017;6;16;1;24;0.44;0.35;0.27;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2017;6;16;2;24;0.42;0.34;0.26;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2017;6;16;3;24;0.37;0.29;0.25;0.1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2017;6;16;4;24;0.36;0.29;0.28;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2017;6;16;5;24;0.37;0.32;0.26;0.1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2017;6;16;6;24;0.43;0.31;0.36;0.24;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2017;6;16;7;24;0.57;0.39;0.6;0.55;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2017;6;16;8;24;0.63;0.43;0.84;0.87;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2017;6;16;9;24;0.81;0.48;0.92;0.96;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2017;6;16;10;24;0.73;0.39;0.83;0.94;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2017;6;16;11;24;0.82;0.43;0.91;0.84;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2017;6;16;12;11;0.75;0.48;0.94;0.73;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2017;6;16;13;11;0.92;0.44;1.05;0.73;57.58;60.52;NaN;52.28;0.03163661;0.031221399;NaN;0.0421365
2017;6;16;14;11;0.88;0.53;1.06;0.54;64.01;59.07;NaN;53.41;0.035335969;0.031714433;NaN;0.044200974
2017;6;16;15;11;0.89;0.58;0.99;0.42;65.42;58.6;60.68;54.2;0.036521548;0.033527698;0.042723382;0.045852867
2017;6;16;16;11;0.95;0.6;1.01;0.32;62.55;55.65;NaN;52.59;0.035103757;0.033087793;NaN;0.045421245
2017;6;16;17;11;0.91;0.55;0.9;0.42;56.7;50.45;48.12;47.85;0.03303602;0.031065627;0.037396464;0.043691843
2017;6;16;18;11;0.83;0.54;0.77;0.43;47.77;44;NaN;43.1;0.029714066;0.02841188;NaN;0.042034379
2017;6;16;19;11;0.73;0.56;0.62;0.34;39.49;39.03;37.85;38.19;0.0264538;0.026192287;0.03373461;0.039860484
2017;6;16;20;11;0.66;0.5;0.46;0.19;34.15;35;34.22;34.61;0.024594834;0.024411275;0.032466249;0.038321566
2017;6;16;21;11;0.65;0.49;0.46;0.16;30.53;31.66;31.19;31.69;0.023361401;0.022967275;0.031429037;0.036830476
2017;6;16;22;11;0.54;0.46;0.39;0.13;28.21;29.39;NaN;29.65;0.022520317;0.02209938;NaN;0.036032113
2017;6;16;23;11;0.56;0.42;0.39;0.17;26.38;27.52;27.4;27.97;0.021967783;0.021204012;0.03007822;0.034948902
2017;6;17;0;11;0.53;0.37;0.38;0.13;24.97;26.03;NaN;26.77;0.021256714;0.02057127;NaN;0.034432457
2017;6;17;1;11;0.5;0.37;0.35;0.1;23.87;24.93;NaN;25.63;0.021098596;0.019990735;NaN;0.033915604
2017;6;17;2;11;0.48;0.35;0.32;0.11;22.85;23.95;NaN;24.69;0.020676769;0.019753099;NaN;0.033682888
2017;6;17;3;11;0.38;0.34;0.3;0.1;22.03;23.19;NaN;23.95;0.020412992;0.019251149;NaN;0.032958353
2017;6;17;4;11;0.38;0.3;0.29;NaN;21.17;22.33;NaN;23.13;0.020069928;0.018881053;NaN;0.032880677
2017;6;17;5;11;0.37;0.33;0.28;0.1;20.46;21.63;NaN;22.46;0.020043531;0.01880172;NaN;0.032595786
2017;6;17;6;11;0.41;0.29;0.35;0.19;20.27;21.3;NaN;22.03;0.020043531;0.018616574;NaN;0.032440339
2017;6;17;7;11;0.57;0.38;0.59;0.46;21.76;22.33;NaN;22.63;0.020887715;0.018960376;NaN;0.032802991
2017;6;17;8;11;0.58;0.4;0.72;0.69;30.57;26.96;26.75;25.24;0.025171405;0.021151306;0.030727996;0.034199924
2017;6;17;9;11;0.77;0.46;0.96;0.82;35.96;31.23;35.58;29.44;0.027864198;0.023282595;0.034871462;0.03662454
2017;6;17;10;11;0.83;0.42;1.02;0.87;47.39;40.74;43.75;35.29;0.033294843;0.028542213;0.039322278;0.040065398
2017;6;17;11;11;0.86;0.42;1.12;0.84;55.02;48.55;50.72;41.31;0.036057882;0.03290657;0.043054862;0.043437126
2017;6;17;12;11;0.78;0.46;1.05;0.96;60.26;54.4;NaN;46.27;0.037036347;0.035619673;NaN;0.04577672
2017;6;17;13;11;0.86;0.47;1.1;0.68;63.58;58.33;NaN;49.99;0.038039036;0.036959153;NaN;0.046968658
2017;6;17;14;11;0.96;0.52;1.09;0.71;65.45;59.33;62.15;52.72;0.037987653;0.036830476;0.04712066;0.047652384
2017;6;17;15;11;0.95;0.6;1.02;0.46;65.6;58.29;NaN;54.19;0.037319313;0.035980573;NaN;0.047905429
2017;6;17;16;11;0.87;0.61;0.92;0.31;62.47;55.38;54.82;53.11;0.035542312;0.034432457;0.042289651;0.04694332
2017;6;17;17;11;0.92;0.56;0.8;0.39;56.27;50.75;48.66;48.62;0.033268966;0.032362601;0.039296638;0.045116395
2017;6;17;18;11;0.86;0.54;0.69;0.33;47.91;44.47;43.07;43.87;0.030104223;0.029427804;0.036727516;0.043182308
2017;6;17;19;11;0.74;0.53;0.56;0.27;39.87;39.54;NaN;38.91;0.026872007;0.027107134;NaN;0.040833246
2017;6;17;20;11;0.65;0.44;0.49;0.16;34.47;35.37;NaN;35.07;0.024778342;0.02504041;NaN;0.038834944
