DOY,meanAT2,meanAT6,sum_R,rain_events,meanRH2,meanRH6,meanSWC5,meanSWC15,meanSWC30,meanST5,meanST15,meanST30,meanNEE,meanGPP,meanRECO,sdReco,Season,high_day,Rain_DOY,Pulse_Days,Pulse_DOY
253,21.741041666666668,22.088125,0,0,63.38994195958333,65.00022855125,6.433333333333334,8.729166666666666,0,26.172916666666666,25.995833333333334,25.629166666666666,-0.3217153266047917,1.3462205226123958,1.0245051959520834,0.15133961288910172,Summer,0,0,0,0
254,21.621458333333333,22.17395833333333,0,0,58.303102439375,59.027847592291664,6.235416666666667,8.8125,0,25.947916666666668,25.85,25.58125,-0.281743430600625,1.3290185115235416,1.0472750809833333,0.1845947674737741,Summer,0,0,0,0
255,23.280833333333334,24.389375,0,0,41.64196469729167,39.907276240416664,6.033333333333333,8.877083333333333,0,25.770833333333332,25.53333333333333,25.4,-0.04354934928725,1.4258063310229168,1.3822569818125,0.25779513049846925,Summer,0,0,0,0
256,23.725,24.477708333333332,0,0,37.54239721229167,36.87110407041666,5.841666666666667,8.927083333333334,0,25.579166666666666,25.56875,25.339583333333334,0.387727966314375,1.48314918336875,1.8708771497083334,0.3800906827221581,Summer,0,0,0,0
263,22.24625,23.315208333333334,0,0,37.94191809541667,35.95763774479167,9.085416666666667,9.18125,0,23.008333333333333,22.94375,23.072916666666668,-0.8030226148333334,2.198477718277083,1.3954551034375,0.21498824961410362,Summer,0,0,0,0
264,19.889375,20.692708333333332,1.016,1,65.21735589458333,64.51155868145834,8.179166666666667,9.170833333333334,0,23.23125,23.147916666666667,23.2625,-0.031676434795833305,1.4699531764437501,1.4382767416791666,0.6328169935976482,Summer,0,0,0,0
265,19.888958333333335,20.423333333333332,0,0,70.77355015020834,71.70574989,7.654166666666667,9.291666666666666,0,22.729166666666668,22.633333333333333,23.070833333333333,0.008695690091666649,1.2253024811735416,1.2339981712624999,0.5375067350073052,Summer,0,0,0,0
266,21.575208333333332,22.1375,0,0,59.829959564791665,60.237621843125,7.314583333333333,9.225,0,23.185416666666665,23.045833333333334,23.052083333333332,-0.07912295500041666,1.7299163980129166,1.6507934430416666,0.4437816236307993,Summer,0,0,0,0
272,20.161041666666666,21.272083333333335,0,0,42.757082760208334,40.59599367333333,13.785416666666666,12.252083333333333,0,19.829166666666666,19.847916666666666,20.289583333333333,-1.101279991810625,2.9570179160125,1.8557379241458334,0.28893882773982604,Summer,0,0,0,0
273,20.921041666666667,22.282291666666666,0,0,31.767433120416666,28.797864313520833,12.670833333333333,11.789583333333333,0,20,19.879166666666666,20.366666666666667,-1.21040887284375,3.0901832942666667,1.8797744214375,0.3424203114923255,Summer,0,0,0,0
