"","date","meanRsoil","max_pulse_duration","PulseM_15","NonPulseM_15","MeanM_15","case_when(...)","Rsoil_Combined"
"362",2018-01-21,0.196825,0,0.328587248623812,0.306257947564664,0.313138535485591,0.306257947564664,0.306257947564664
"363",2018-01-22,0.236712121212121,0,0.322712629837615,0.326596284601994,0.325173957624015,0.326596284601994,0.326596284601994
"364",2018-01-23,0.237333333333333,0,0.347877422875338,0.316638218165015,0.328155628530239,0.316638218165015,0.316638218165015
"365",2018-01-24,0.232583333333333,0,0.353255231534733,0.309544926220203,0.32473285612904,0.309544926220203,0.309544926220203
"366",2018-01-25,0.232633333333333,0,0.366729789058511,0.322029638249571,0.338058325735053,0.322029638249571,0.322029638249571
"367",2018-01-26,0.239144444444444,0,0.386758265649244,0.326806285795872,0.347507995294582,0.326806285795872,0.326806285795872
"368",2018-01-27,0.232777777777778,0,0.394509477422792,0.328380438844976,0.349863196918389,0.328380438844976,0.328380438844976
"369",2018-01-28,0.228072916666667,0,0.407001838203209,0.333024659101022,0.356258223365089,0.333024659101022,0.333024659101022
"370",2018-01-29,0.220823529411765,0,0.409304129667826,0.328479533077425,0.352808671340654,0.328479533077425,0.328479533077425
"371",2018-01-30,0.2355,0,0.426167947552846,0.356590760333874,0.377806974031466,0.356590760333874,0.356590760333874
"372",2018-01-31,0.225952380952381,0,0.419452154942146,0.348138096727311,0.371193482093146,0.348138096727311,0.348138096727311
"373",2018-02-01,0.231761904761905,0,0.455377575349147,0.356813545065723,0.388198781309429,0.356813545065723,0.356813545065723
"374",2018-02-02,0.249380952380952,0,0.487804881982028,0.374482956840007,0.410612568336403,0.374482956840007,0.374482956840007
"375",2018-02-03,0.228402777777778,0,0.491864154624423,0.379013671063691,0.413491630344163,0.379013671063691,0.379013671063691
"376",2018-02-04,0.241816666666667,0,0.469936003025658,0.361896033598834,0.395788806892302,0.361896033598834,0.361896033598834
"377",2018-02-05,0.258,0,0.500960310031168,0.377151074801142,0.41549172716756,0.377151074801142,0.377151074801142
"378",2018-02-06,0.234409090909091,0,0.494795946086801,0.372820003413065,0.409936533670654,0.372820003413065,0.372820003413065
"379",2018-02-07,0.213188405797101,0,0.495183005420188,0.369182249597834,0.405667068534989,0.369182249597834,0.369182249597834
"380",2018-02-08,0.223533333333333,0,0.474694567422293,0.364493785639647,0.396061451924089,0.364493785639647,0.364493785639647
"381",2018-02-09,0.253436507936508,0,0.504104504229087,0.366939418465629,0.409198115057655,0.366939418465629,0.366939418465629
"382",2018-02-10,0.260092592592593,0,0.514676964288201,0.384648681659915,0.423864041305094,0.384648681659915,0.384648681659915
"383",2018-02-11,0.211798611111111,0,0.508918591316908,0.379288033177492,0.418336373455403,0.379288033177492,0.379288033177492
"384",2018-02-12,0.232206349206349,0,0.492503177651475,0.372123118636366,0.40607906603086,0.372123118636366,0.372123118636366
"385",2018-02-13,0.223929824561404,0,0.440558931630694,0.35591319720134,0.379141287322582,0.35591319720134,0.35591319720134
"386",2018-02-14,0.302673611111111,0,0.45733311745266,0.355806598976128,0.388027144513829,0.355806598976128,0.355806598976128
"387",2018-02-15,0.275618055555556,0,0.452337758332017,0.337420787851264,0.375190997006527,0.337420787851264,0.337420787851264
"388",2018-02-16,0.267355072463768,14,0.44881988144084,0.343891268302025,0.371101824015756,0.44881988144084,0.44881988144084
"389",2018-02-17,0.294304347826087,14,0.446337207375129,0.374972482041242,0.398764158354602,0.446337207375129,0.446337207375129
"390",2018-02-18,0.377805555555556,14,0.433574242564454,0.339232566910754,0.369236347346309,0.433574242564454,0.433574242564454
"391",2018-02-19,0.3800625,14,0.437975809862382,0.340359901823607,0.369939562431923,0.437975809862382,0.437975809862382
