"","date","meanRECO","max_pulse_duration","PulseM_15","NonPulseM_15","MeanM_15","case_when(...)","Reco_Combined"
"2253",2019-03-02,0.428662183745833,14,0.528811384912048,0.286609839127411,0.33656255895978,0.528811384912048,0.528811384912048
"2254",2019-03-03,0.396536365633333,14,0.557005407281126,0.291028639605899,0.33912849683942,0.557005407281126,0.557005407281126
"2255",2019-03-04,0.377735217107317,14,0.55640655108294,0.298525392170165,0.346956731268901,0.55640655108294,0.55640655108294
"2256",2019-03-05,0.594883044692,14,0.563922699156915,0.30374983743743,0.352850166649241,0.563922699156915,0.563922699156915
"2257",2019-03-06,0.5513772342,14,0.612914474978414,0.347036618503182,0.402355922014966,0.612914474978414,0.612914474978414
"2258",2019-03-07,0.518991536304167,14,0.573340620993875,0.32359235789747,0.376313933840758,0.573340620993875,0.573340620993875
"2259",2019-03-08,0.471489470333333,14,0.516496906120337,0.278172347715388,0.324149707996912,0.516496906120337,0.516496906120337
"2260",2019-03-09,0.391946430883333,0,0.492562026149259,0.301023868245182,0.354574883364095,0.301023868245182,0.301023868245182
"2261",2019-03-10,0.605104166875,0,0.509322847734536,0.301904882307086,0.354364146588471,0.301904882307086,0.301904882307086
"2262",2019-03-11,0.952220505704167,8,0.579136046555523,0.341315153066062,0.397500160522102,0.579136046555523,0.579136046555523
"2263",2019-03-12,0.9614621191,20,0.578550141759136,0.0487154984756696,0.337734941354665,0.578550141759136,0.578550141759136
"2264",2019-03-13,0.900141305445833,20,0.488875725815219,0.204337984129952,0.379400459221877,0.488875725815219,0.488875725815219
"2265",2019-03-14,0.689886505735417,20,0.505934569613793,0.27191240892697,0.395913705983676,0.505934569613793,0.505934569613793
"2266",2019-03-15,0.799795930741667,20,0.457272601083738,0.212632002143133,0.282587288363392,0.457272601083738,0.457272601083738
"2267",2019-03-16,0.5908372311875,20,0.530438501702989,0.262876514014663,0.336671231701392,0.530438501702989,0.530438501702989
"2268",2019-03-17,0.538902012385417,20,0.563402903645321,0.289432320530527,0.361152012073788,0.563402903645321,0.563402903645321
"2269",2019-03-18,0.598322298654167,20,0.592804367361052,0.301752455746954,0.369276802961031,0.592804367361052,0.592804367361052
"2270",2019-03-19,0.580894437127083,20,0.641376257066459,0.349402960762366,0.422754589673035,0.641376257066459,0.641376257066459
"2271",2019-03-20,0.617914029210417,20,0.665699527214981,0.3676947629411,0.439834701133967,0.665699527214981,0.665699527214981
"2272",2019-03-21,0.530106054225,20,0.646813939294947,0.370712115712693,0.439870373371767,0.646813939294947,0.646813939294947
"2273",2019-03-22,0.380456732152083,20,0.638890554935877,0.375473092953677,0.443069442095437,0.638890554935877,0.638890554935877
"2274",2019-03-23,0.37603433789375,20,0.645520146422023,0.388170937436821,0.45612949416967,0.645520146422023,0.645520146422023
"2275",2019-03-24,0.393004427835417,20,0.688012031888887,0.405671899371625,0.472832262478521,0.688012031888887,0.688012031888887
"2276",2019-03-25,0.425635121197917,20,0.734036554091944,0.424478577062789,0.491131186118099,0.734036554091944,0.734036554091944
"2277",2019-03-26,0.545724721835417,20,0.800600582374433,0.515626342293436,0.595694262674816,0.800600582374433,0.800600582374433
"2278",2019-03-27,0.6829666863125,20,0.845280688498328,0.567171145199718,0.653463319114684,0.845280688498328,0.845280688498328
"2279",2019-03-28,0.735593094922917,20,0.889635326442595,0.600494874592258,0.689274608199178,0.889635326442595,0.889635326442595
"2280",2019-03-29,0.695925180964583,20,0.881162625917776,0.599813034633762,0.688452932878991,0.881162625917776,0.881162625917776
"2281",2019-03-30,0.7282868740375,20,0.863717732716787,0.600762404031444,0.691434122998589,0.863717732716787,0.863717732716787
"2282",2019-03-31,0.71687928208125,20,0.85161195033247,0.588062721327586,0.677829049969285,0.85161195033247,0.85161195033247
"2283",2019-04-01,0.79297665843125,0,0.843622766450862,0.590203219961732,0.682317004111463,0.590203219961732,0.590203219961732
"2284",2019-04-02,0.828401229347917,0,0.903660400398685,0.679568716564348,0.787192872642495,0.679568716564348,0.679568716564348
"2285",2019-04-03,0.7018477459875,0,0.913619738906548,0.681896048803338,0.790922044303184,0.681896048803338,0.681896048803338
"2286",2019-04-04,0.766123067539583,0,0.875237772894576,0.624884566758346,0.727071954106843,0.624884566758346,0.624884566758346
"2287",2019-04-05,0.604976851666667,0,0.858743000868952,0.635512422795147,0.744737803978324,0.635512422795147,0.635512422795147
"2288",2019-04-06,0.5573812721625,0,0.84886778694145,0.622207252306965,0.731345726845359,0.622207252306965,0.622207252306965
"2289",2019-04-07,0.754850913491667,0,0.9767611050935,0.739323710720309,0.863430493015027,0.739323710720309,0.739323710720309
"2290",2019-04-08,0.983191282227083,0,1.10903756059496,0.859671135053283,1.00026180098458,0.859671135053283,0.859671135053283
"2291",2019-04-09,1.17368116586458,0,1.15383978615935,0.875276825674892,1.02148363278604,0.875276825674892,0.875276825674892
"2292",2019-04-10,0.901450514760417,0,1.09264610453313,0.822637458930278,0.971948046472616,0.822637458930278,0.822637458930278
