Date,House,Plot,W,S,Port,Flux,R2,Tchamb.,
2020-08-31 21:06:17,1,4,1,1,2,3.33,0.9995,21.96,
2020-08-31 21:09:51,1,5,1,3,3,0.97,0.9965,21.89,
2020-08-31 22:02:43,1,2,2,2,1,1.67,0.9986,21.28,
2020-08-31 22:06:16,1,4,1,1,2,3.30,0.9996,21.37,
2020-08-31 22:09:46,1,5,1,3,3,0.92,0.9969,21.35,
2020-08-31 23:02:43,1,2,2,2,1,1.84,0.9985,20.34,
2020-08-31 23:06:17,1,4,1,1,2,3.32,0.9994,20.12,
2020-08-31 23:09:47,1,5,1,3,3,1.00,0.9975,20.17,
2020-08-31 23:13:07,1,7,2,1,4,1.52,0.9937,21.9,
2020-08-31 23:16:36,1,8,1,4,5,0.85,0.9945,20.26,
2020-08-31 23:20:09,1,9,1,2,6,1.79,0.9982,20.15,
2020-08-31 23:23:38,1,10,2,3,7,1.41,0.9973,20.2,
2020-08-31 23:27:08,1,12,2,4,8,1.00,0.9969,20.35,
2020-09-01 0:02:43,1,2,2,2,1,1.76,0.9979,20.26,
2020-09-01 0:06:16,1,4,1,1,2,3.39,0.9994,20.41,
2020-09-01 0:09:46,1,5,1,3,3,0.95,0.9968,20.4,
2020-09-01 1:02:42,1,2,2,2,1,1.98,0.9982,20.01,
2020-09-01 1:06:12,1,4,1,1,2,3.19,0.9993,20.23,
2020-09-01 1:09:46,1,5,1,3,3,1.02,0.9963,19.91,
2020-09-01 2:02:42,1,2,2,2,1,1.99,0.999,19.73,
2020-09-01 2:06:12,1,4,1,1,2,3.29,0.9995,19.93,
2020-09-01 2:09:43,1,5,1,3,3,0.95,0.9961,19.81,
2020-09-01 3:02:43,1,2,2,2,1,2.12,0.9986,19.83,
2020-09-01 3:06:13,1,4,1,1,2,3.26,0.9996,19.91,
2020-09-01 3:09:43,1,5,1,3,3,0.92,0.9971,19.9,
2020-09-01 4:02:43,1,2,2,2,1,1.97,0.9987,20.58,
2020-09-01 4:06:12,1,4,1,1,2,3.03,0.9995,20.47,
2020-09-01 4:09:42,1,5,1,3,3,0.99,0.996,20.39,
2020-09-01 5:02:43,1,2,2,2,1,1.86,0.9987,19.6,
2020-09-01 5:06:17,1,4,1,1,2,3.13,0.9994,19.67,
2020-09-01 5:09:47,1,5,1,3,3,0.95,0.9952,19.59,
2020-09-01 6:02:43,1,2,2,2,1,1.99,0.9987,19.11,
2020-09-01 6:06:13,1,4,1,1,2,2.87,0.9992,19.42,
2020-09-01 6:09:47,1,5,1,3,3,0.96,0.9966,19.41,
2020-09-01 7:02:43,1,2,2,2,1,1.89,0.9992,23.62,
2020-09-01 7:06:12,1,4,1,1,2,3.09,0.9995,23.95,
2020-09-01 7:09:42,1,5,1,3,3,0.83,0.9958,24,
2020-09-01 8:02:43,1,2,2,2,1,1.62,0.9988,26.57,
2020-09-01 8:06:17,1,4,1,1,2,2.64,0.9993,26.24,
2020-09-01 8:09:51,1,5,1,3,3,0.79,0.9927,26.23,
2020-09-01 8:13:24,1,7,2,1,4,1.40,0.9972,26.24,
2020-09-01 8:16:57,1,8,1,4,5,0.85,0.9896,26.28,
2020-09-01 8:20:29,1,9,1,2,6,1.40,0.9943,26.63,
2020-09-01 8:24:01,1,10,2,3,7,0.97,0.9958,26.55,
2020-09-01 8:27:35,1,12,2,4,8,0.92,0.9953,26.87,
2020-09-01 9:02:43,1,2,2,2,1,1.59,0.9978,27.91,
2020-09-01 9:06:13,1,4,1,1,2,2.35,0.9993,28.34,
2020-09-01 9:09:43,1,5,1,3,3,0.80,0.9953,28.75,
2020-09-01 9:13:17,1,7,2,1,4,1.32,0.9982,29.09,
2020-09-01 9:16:46,1,8,1,4,5,0.89,0.9949,29.8,
2020-09-01 9:20:19,1,9,1,2,6,1.43,0.998,28.82,
2020-09-01 9:23:52,1,10,2,3,7,0.96,0.9959,28.76,
2020-09-01 9:27:24,1,12,2,4,8,0.95,0.997,28.92,
2020-09-01 10:02:43,1,2,2,2,1,1.38,0.9981,30.71,
2020-09-01 10:06:16,1,4,1,1,2,2.15,0.9992,31.83,
2020-09-01 10:09:50,1,5,1,3,3,0.81,0.9948,31.14,
2020-09-01 10:13:23,1,7,2,1,4,1.29,0.9985,30.64,
2020-09-01 10:16:52,1,8,1,4,5,0.82,0.9941,30.38,
2020-09-01 10:20:25,1,9,1,2,6,1.57,0.9981,31.56,
2020-09-01 10:23:58,1,10,2,3,7,0.98,0.9956,31.25,
2020-09-01 10:27:30,1,12,2,4,8,0.97,0.9971,31.75,
2020-09-01 11:02:43,1,2,2,2,1,1.47,0.9976,32.54,
2020-09-01 11:06:16,1,4,1,1,2,2.06,0.999,33.12,
2020-09-01 11:09:50,1,5,1,3,3,0.87,0.9962,33.04,
2020-09-01 11:13:23,1,7,2,1,4,1.35,0.9982,32.54,
2020-09-01 11:16:56,1,8,1,4,5,0.97,0.9957,32.92,
2020-09-01 11:20:25,1,9,1,2,6,2.03,0.9989,34.04,
2020-09-01 11:23:53,1,10,2,3,7,1.15,0.9966,33.21,
2020-09-01 11:27:22,1,12,2,4,8,1.10,0.9976,34.64,
2020-09-01 12:02:43,1,2,2,2,1,1.53,0.9983,35.86,
2020-09-01 12:06:15,1,4,1,1,2,2.06,0.9991,37.76,
2020-09-01 12:09:49,1,5,1,3,3,0.96,0.9968,36.38,
2020-09-01 12:13:18,1,7,2,1,4,1.42,0.9978,33.8,
2020-09-01 12:16:47,1,8,1,4,5,1.23,0.9971,35.16,
2020-09-01 12:20:15,1,9,1,2,6,2.15,0.9983,35.16,
2020-09-01 12:23:47,1,10,2,3,7,1.16,0.9965,34.79,
2020-09-01 12:27:20,1,12,2,4,8,1.23,0.9969,33.22,
2020-09-01 13:02:43,1,2,2,2,1,1.67,0.9979,40.27,
2020-09-01 13:06:15,1,4,1,1,2,2.07,0.9992,39.37,
2020-09-01 13:09:49,1,5,1,3,3,1.04,0.9955,36.47,
2020-09-01 13:13:19,1,7,2,1,4,1.30,0.9976,34.69,
2020-09-01 13:16:52,1,8,1,4,5,1.14,0.9966,34.53,
2020-09-01 13:20:21,1,9,1,2,6,1.98,0.9982,32.82,
2020-09-01 13:23:54,1,10,2,3,7,1.20,0.9969,32.27,
2020-09-01 13:27:27,1,12,2,4,8,1.16,0.9966,34.9,
2020-09-01 14:02:43,1,2,2,2,1,1.57,0.9972,37.44,
2020-09-01 14:06:16,1,4,1,1,2,2.00,0.9991,36.81,
2020-09-01 14:09:50,1,5,1,3,3,0.97,0.9954,32.55,
2020-09-01 14:13:24,1,7,2,1,4,1.22,0.998,31.18,
2020-09-01 14:16:53,1,8,1,4,5,1.10,0.9964,31.21,
2020-09-01 14:20:22,1,9,1,2,6,1.90,0.9962,30.59,
2020-09-01 14:23:55,1,10,2,3,7,1.20,0.9966,29.94,
2020-09-01 14:27:24,1,12,2,4,8,1.10,0.9977,29.02,
2020-09-01 15:02:43,1,2,2,2,1,1.67,0.9987,26.42,
2020-09-01 15:06:12,1,4,1,1,2,2.00,0.9981,26.36,
2020-09-01 15:09:45,1,5,1,3,3,1.22,0.9984,25.95,
2020-09-01 15:13:14,1,7,2,1,4,1.38,0.9984,26.53,
2020-09-01 15:16:43,1,8,1,4,5,1.95,0.994,29.86,
2020-09-01 15:20:16,1,9,1,2,6,1.85,0.9976,28.8,
2020-09-01 15:23:49,1,10,2,3,7,1.68,0.9929,29.11,
2020-09-01 15:27:18,1,12,2,4,8,1.56,0.9989,30.95,
2020-09-01 16:02:43,1,2,2,2,1,1.95,0.9964,31.39,
2020-09-01 16:06:16,1,4,1,1,2,1.81,0.9985,32.48,
2020-09-01 16:09:50,1,5,1,3,3,1.07,0.9982,33.76,
2020-09-01 16:13:22,1,7,2,1,4,1.38,0.998,33.33,
2020-09-01 16:16:51,1,8,1,4,5,1.24,0.9956,34.47,
2020-09-01 16:20:23,1,9,1,2,6,1.76,0.9978,34.58,
2020-09-01 16:23:54,1,10,2,3,7,1.27,0.9972,33.6,
2020-09-01 16:27:26,1,12,2,4,8,1.38,0.9985,33.22,
2020-09-01 17:02:43,1,2,2,2,1,1.50,0.9985,32.55,
2020-09-01 17:06:15,1,4,1,1,2,1.80,0.9988,32.44,
2020-09-01 17:09:48,1,5,1,3,3,1.11,0.9969,32.22,
2020-09-01 17:13:17,1,7,2,1,4,1.26,0.9979,32.21,
2020-09-01 17:16:46,1,8,1,4,5,1.20,0.9965,32.41,
2020-09-01 17:20:18,1,9,1,2,6,1.64,0.9983,32.25,
2020-09-01 17:23:51,1,10,2,3,7,1.50,0.9974,32.27,
2020-09-01 17:27:20,1,12,2,4,8,1.38,0.9979,32.89,
2020-09-01 18:02:43,1,2,2,2,1,1.44,0.9984,30.33,
2020-09-01 18:06:15,1,4,1,1,2,1.66,0.9988,30.53,
2020-09-01 18:09:45,1,5,1,3,3,1.02,0.9975,30.43,
2020-09-01 18:13:15,1,7,2,1,4,1.10,0.9966,30.17,
2020-09-01 18:16:48,1,8,1,4,5,1.04,0.9952,30.17,
2020-09-01 18:20:21,1,9,1,2,6,1.59,0.9986,29.89,
2020-09-01 18:23:50,1,10,2,3,7,1.55,0.997,29.84,
2020-09-01 18:27:19,1,12,2,4,8,1.20,0.9989,29.71,
2020-09-01 19:02:43,1,2,2,2,1,1.42,0.9984,28.47,
2020-09-01 19:06:16,1,4,1,1,2,1.53,0.9977,28.55,
2020-09-01 19:09:50,1,5,1,3,3,1.07,0.997,28.4,
2020-09-01 19:13:20,1,7,2,1,4,1.12,0.9973,28.18,
2020-09-01 19:16:49,1,8,1,4,5,0.96,0.9894,28.21,
2020-09-01 19:20:22,1,9,1,2,6,1.92,0.9976,27.96,
2020-09-01 19:23:51,1,10,2,3,7,1.82,0.9975,27.97,
2020-09-01 19:27:22,1,12,2,4,8,1.10,0.9959,27.91,
2020-09-01 20:02:43,1,2,2,2,1,1.41,0.9981,26.53,
2020-09-01 20:06:16,1,4,1,1,2,1.47,0.9981,26.78,
2020-09-01 20:09:46,1,5,1,3,3,0.91,0.9955,26.69,
2020-09-01 20:13:16,1,7,2,1,4,1.03,0.9971,26.28,
2020-09-01 20:16:49,1,8,1,4,5,0.98,0.9929,26.3,
2020-09-01 20:20:22,1,9,1,2,6,1.92,0.9796,25.97,
2020-09-01 20:23:51,1,10,2,3,7,1.40,0.9963,25.85,
2020-09-01 20:27:20,1,12,2,4,8,1.13,0.9975,25.79,
2020-09-01 21:02:43,1,2,2,2,1,1.32,0.9979,25.02,
2020-09-01 21:06:12,1,4,1,1,2,1.32,0.9983,25.04,
2020-09-01 21:09:46,1,5,1,3,3,0.91,0.9954,24.85,
2020-09-01 21:16:04,1,7,2,1,4,0.96,0.9961,24.96,
2020-09-01 21:19:37,1,8,1,4,5,0.95,0.9951,24.57,
2020-09-01 21:23:10,1,9,1,2,6,1.52,0.991,24.31,
2020-09-01 21:26:39,1,10,2,3,7,1.22,0.9961,24.33,
2020-09-01 21:30:09,1,12,2,4,8,1.09,0.9973,24.35,
2020-09-01 22:02:43,1,2,2,2,1,1.32,0.9979,25.27,
2020-09-01 22:06:12,1,4,1,1,2,1.33,0.9979,25.28,
2020-09-01 22:09:46,1,5,1,3,3,0.85,0.9961,25.25,
2020-09-01 22:13:20,1,7,2,1,4,0.96,0.9967,25,
2020-09-01 22:16:53,1,8,1,4,5,1.32,0.9961,25.23,
2020-09-01 22:20:24,1,9,1,2,6,1.78,0.9941,25.11,
2020-09-01 22:23:55,1,10,2,3,7,1.30,0.9922,25.01,
2020-09-01 22:27:24,1,12,2,4,8,1.08,0.9976,25.08,
2020-09-01 23:02:43,1,2,2,2,1,1.35,0.9982,24.93,
2020-09-01 23:06:12,1,4,1,1,2,1.30,0.9977,24.97,
2020-09-01 23:09:46,1,5,1,3,3,0.96,0.9942,24.81,
2020-09-01 23:13:16,1,7,2,1,4,1.03,0.9962,24.64,
2020-09-01 23:16:45,1,8,1,4,5,1.38,0.9958,24.81,
2020-09-01 23:20:16,1,9,1,2,6,1.99,0.9966,24.68,
2020-09-01 23:23:49,1,10,2,3,7,1.54,0.9946,24.76,
2020-09-01 23:27:20,1,12,2,4,8,1.12,0.9961,24.82,
2020-09-02 0:02:43,1,2,2,2,1,1.30,0.9982,24.53,
2020-09-02 0:06:12,1,4,1,1,2,1.26,0.9982,24.51,
2020-09-02 0:09:46,1,5,1,3,3,0.92,0.9938,24.36,
2020-09-02 0:16:04,1,7,2,1,4,0.93,0.9956,24.41,
2020-09-02 0:19:33,1,8,1,4,5,1.17,0.9967,24.83,
2020-09-02 0:23:03,1,9,1,2,6,1.61,0.995,24.65,
2020-09-02 0:26:32,1,10,2,3,7,1.35,0.9935,24.59,
2020-09-02 0:30:02,1,12,2,4,8,1.00,0.9982,24.45,
2020-09-02 1:02:43,1,2,2,2,1,1.23,0.9984,24.29,
2020-09-02 1:06:12,1,4,1,1,2,1.24,0.9985,24.45,
2020-09-02 1:09:46,1,5,1,3,3,1.01,0.9969,24.62,
2020-09-02 1:13:16,1,7,2,1,4,1.02,0.9968,24.64,
2020-09-02 1:16:45,1,8,1,4,5,1.15,0.9944,24.6,
2020-09-02 1:20:16,1,9,1,2,6,1.84,0.9977,24.34,
2020-09-02 1:23:49,1,10,2,3,7,1.23,0.995,24.5,
2020-09-02 1:27:18,1,12,2,4,8,1.08,0.9968,24.42,
2020-09-02 2:02:43,1,2,2,2,1,1.21,0.9978,23.8,
2020-09-02 2:06:17,1,4,1,1,2,1.26,0.9982,23.91,
2020-09-02 2:09:47,1,5,1,3,3,0.97,0.9976,23.87,
2020-09-02 3:02:42,1,2,2,2,1,1.37,0.998,23.45,
2020-09-02 3:06:12,1,4,1,1,2,1.29,0.9984,23.37,
2020-09-02 3:09:46,1,5,1,3,3,0.95,0.9964,23.19,
2020-09-02 3:13:16,1,7,2,1,4,0.99,0.9971,22.74,
2020-09-02 3:16:45,1,8,1,4,5,0.93,0.9951,22.84,
2020-09-02 3:20:14,1,9,1,2,6,1.42,0.9959,22.59,
2020-09-02 3:23:43,1,10,2,3,7,1.47,0.9949,22.36,
2020-09-02 3:27:13,1,12,2,4,8,1.00,0.9958,22.09,
2020-09-02 4:02:43,1,2,2,2,1,1.37,0.9979,20.94,
2020-09-02 4:06:12,1,4,1,1,2,1.35,0.998,21.04,
2020-09-02 4:09:43,1,5,1,3,3,0.90,0.9957,20.86,
2020-09-02 5:02:43,1,2,2,2,1,1.38,0.9981,20.64,
2020-09-02 5:06:16,1,4,1,1,2,1.24,0.998,20.74,
2020-09-02 5:09:50,1,5,1,3,3,0.85,0.9954,20.75,
2020-09-02 6:02:43,1,2,2,2,1,1.57,0.9981,20.08,
2020-09-02 6:06:13,1,4,1,1,2,1.26,0.9982,20.09,
2020-09-02 6:09:47,1,5,1,3,3,0.88,0.9968,19.96,
2020-09-02 7:02:43,1,2,2,2,1,1.39,0.9967,22.81,
2020-09-02 7:06:16,1,4,1,1,2,1.28,0.998,23.66,
2020-09-02 7:09:50,1,5,1,3,3,0.91,0.9963,23.96,
2020-09-02 7:13:10,1,7,2,1,4,0.57,0.9797,22.83,
2020-09-02 7:16:41,1,8,1,4,5,0.82,0.9946,23.27,
2020-09-02 7:20:14,1,9,1,2,6,1.46,0.9968,23.33,
2020-09-02 7:23:47,1,10,2,3,7,1.35,0.9965,23.65,
2020-09-02 7:27:16,1,12,2,4,8,0.95,0.9955,24.21,
2020-09-02 8:02:43,1,2,2,2,1,1.26,0.998,26.76,
2020-09-02 8:06:12,1,4,1,1,2,1.17,0.9978,26.66,
2020-09-02 8:09:46,1,5,1,3,3,0.83,0.9954,26.78,
2020-09-02 8:13:16,1,7,2,1,4,0.90,0.9946,26.56,
2020-09-02 8:16:49,1,8,1,4,5,0.77,0.9948,27.28,
2020-09-02 8:20:21,1,9,1,2,6,1.25,0.9966,27.73,
2020-09-02 8:23:53,1,10,2,3,7,1.13,0.9968,27.25,
2020-09-02 8:27:23,1,12,2,4,8,0.80,0.9954,27.7,
2020-09-02 9:02:43,1,2,2,2,1,1.16,0.9974,30.36,
2020-09-02 9:06:16,1,4,1,1,2,1.30,0.9982,30.76,
2020-09-02 9:09:46,1,5,1,3,3,0.90,0.9943,30.67,
2020-09-02 9:13:16,1,7,2,1,4,0.95,0.9964,30.34,
2020-09-02 9:16:45,1,8,1,4,5,0.90,0.9953,32.71,
2020-09-02 9:20:14,1,9,1,2,6,1.25,0.9975,31.42,
2020-09-02 9:23:47,1,10,2,3,7,1.10,0.9976,31.12,
2020-09-02 9:27:16,1,12,2,4,8,0.87,0.9964,32.46,
2020-09-02 10:02:43,1,2,2,2,1,1.21,0.9976,33.71,
2020-09-02 10:06:12,1,4,1,1,2,1.29,0.9978,35.89,
2020-09-02 10:09:46,1,5,1,3,3,0.81,0.9938,36.16,
2020-09-02 10:13:19,1,7,2,1,4,0.96,0.9966,34.82,
2020-09-02 10:16:48,1,8,1,4,5,0.84,0.9963,35.93,
2020-09-02 10:20:20,1,9,1,2,6,1.35,0.9967,36.86,
2020-09-02 10:23:53,1,10,2,3,7,1.11,0.9951,36.49,
2020-09-02 10:27:26,1,12,2,4,8,0.94,0.9965,33.09,
2020-09-02 11:02:43,1,2,2,2,1,1.24,0.9973,36.74,
2020-09-02 11:06:16,1,4,1,1,2,1.43,0.9987,37.75,
2020-09-02 11:09:50,1,5,1,3,3,0.83,0.9961,37.44,
2020-09-02 11:13:24,1,7,2,1,4,0.99,0.9973,36.39,
2020-09-02 11:16:57,1,8,1,4,5,1.10,0.9966,38.98,
2020-09-02 11:20:25,1,9,1,2,6,1.46,0.9976,38.74,
2020-09-02 11:23:53,1,10,2,3,7,1.21,0.9965,40.19,
2020-09-02 11:27:26,1,12,2,4,8,1.07,0.998,39.52,
2020-09-02 12:02:42,1,2,2,2,1,1.33,0.9979,39.69,
2020-09-02 12:06:15,1,4,1,1,2,1.71,0.9982,39.94,
2020-09-02 12:09:49,1,5,1,3,3,0.90,0.9962,39.18,
2020-09-02 12:13:23,1,7,2,1,4,1.11,0.9973,39,
2020-09-02 12:16:55,1,8,1,4,5,1.05,0.9973,40.12,
2020-09-02 12:20:26,1,9,1,2,6,1.55,0.9981,39.75,
2020-09-02 12:23:54,1,10,2,3,7,1.40,0.9959,41.68,
2020-09-02 12:27:23,1,12,2,4,8,1.12,0.9974,40.29,
2020-09-02 13:02:43,1,2,2,2,1,1.34,0.9974,40.23,
2020-09-02 13:06:16,1,4,1,1,2,1.82,0.9985,41.68,
2020-09-02 13:09:50,1,5,1,3,3,1.02,0.9973,41.77,
2020-09-02 13:13:19,1,7,2,1,4,1.14,0.9962,41.31,
2020-09-02 13:16:52,1,8,1,4,5,1.07,0.9967,42.31,
2020-09-02 13:20:24,1,9,1,2,6,1.75,0.9965,41.66,
2020-09-02 13:23:52,1,10,2,3,7,1.25,0.9974,41.19,
2020-09-02 13:27:21,1,12,2,4,8,1.23,0.9982,40.69,
2020-09-02 14:02:43,1,2,2,2,1,1.37,0.9986,41.34,
2020-09-02 14:06:16,1,4,1,1,2,1.86,0.999,40.69,
2020-09-02 14:09:49,1,5,1,3,3,1.10,0.998,42.21,
2020-09-02 14:13:18,1,7,2,1,4,1.20,0.9979,41.66,
2020-09-02 14:16:47,1,8,1,4,5,1.12,0.9974,42.38,
2020-09-02 14:20:19,1,9,1,2,6,1.56,0.9986,42.52,
2020-09-02 14:23:51,1,10,2,3,7,1.20,0.9957,42.48,
2020-09-02 14:27:24,1,12,2,4,8,1.27,0.998,40.7,
2020-09-02 15:02:43,1,2,2,2,1,1.41,0.9982,41.63,
2020-09-02 15:06:12,1,4,1,1,2,1.71,0.999,41.72,
2020-09-02 15:09:46,1,5,1,3,3,1.01,0.9965,40.88,
2020-09-02 15:13:15,1,7,2,1,4,1.20,0.9973,41.28,
2020-09-02 15:16:48,1,8,1,4,5,1.13,0.9978,41.92,
2020-09-02 15:20:19,1,9,1,2,6,1.66,0.9943,40.59,
2020-09-02 15:23:51,1,10,2,3,7,1.28,0.998,40.38,
2020-09-02 15:27:24,1,12,2,4,8,1.17,0.9972,39.69,
2020-09-02 16:02:43,1,2,2,2,1,1.32,0.998,38.48,
2020-09-02 16:06:15,1,4,1,1,2,1.70,0.9982,40.1,
2020-09-02 16:09:49,1,5,1,3,3,0.98,0.9968,40.16,
2020-09-02 16:13:22,1,7,2,1,4,1.24,0.9972,39.19,
2020-09-02 16:16:51,1,8,1,4,5,1.11,0.9947,39.41,
2020-09-02 16:20:22,1,9,1,2,6,1.40,0.9957,38.78,
2020-09-02 16:23:54,1,10,2,3,7,1.28,0.9967,38.82,
2020-09-02 16:27:27,1,12,2,4,8,1.12,0.9976,38.9,
2020-09-02 17:02:43,1,2,2,2,1,1.32,0.9978,37.4,
2020-09-02 17:06:16,1,4,1,1,2,1.63,0.9992,36.96,
2020-09-02 17:09:50,1,5,1,3,3,0.94,0.9972,36.21,
2020-09-02 17:13:23,1,7,2,1,4,1.14,0.9973,35.5,
2020-09-02 17:16:56,1,8,1,4,5,1.04,0.997,35.85,
2020-09-02 17:20:28,1,9,1,2,6,1.36,0.9978,35.95,
2020-09-02 17:24:00,1,10,2,3,7,1.36,0.997,35.62,
2020-09-02 17:27:33,1,12,2,4,8,1.11,0.9983,36.84,
2020-09-02 18:02:43,1,2,2,2,1,1.33,0.9979,32.83,
2020-09-02 18:06:12,1,4,1,1,2,1.54,0.9983,32.95,
2020-09-02 18:09:42,1,5,1,3,3,0.91,0.9957,32.86,
2020-09-02 18:13:15,1,7,2,1,4,1.06,0.9975,32.56,
2020-09-02 18:16:48,1,8,1,4,5,0.99,0.9965,32.6,
2020-09-02 18:20:21,1,9,1,2,6,1.24,0.9925,31.99,
2020-09-02 18:23:54,1,10,2,3,7,1.66,0.997,31.95,
2020-09-02 18:27:25,1,12,2,4,8,1.05,0.9974,31.42,
2020-09-02 19:02:43,1,2,2,2,1,1.30,0.9976,29.71,
2020-09-02 19:06:12,1,4,1,1,2,1.55,0.9986,29.63,
2020-09-02 19:09:42,1,5,1,3,3,0.96,0.9964,29.48,
2020-09-02 19:13:16,1,7,2,1,4,1.08,0.9963,29.28,
2020-09-02 19:16:49,1,8,1,4,5,0.98,0.996,29.11,
2020-09-02 19:20:22,1,9,1,2,6,1.66,0.9973,28.85,
2020-09-02 19:23:51,1,10,2,3,7,1.51,0.9959,28.62,
2020-09-02 19:27:20,1,12,2,4,8,1.20,0.998,28.56,
2020-09-02 20:02:43,1,2,2,2,1,1.22,0.9977,26.79,
2020-09-02 20:06:16,1,4,1,1,2,1.42,0.9985,26.72,
2020-09-02 20:09:46,1,5,1,3,3,1.06,0.9966,26.55,
2020-09-02 20:13:16,1,7,2,1,4,1.10,0.9947,26.45,
2020-09-02 20:16:45,1,8,1,4,5,0.92,0.993,26.54,
2020-09-02 20:20:18,1,9,1,2,6,1.29,0.997,26.56,
2020-09-02 20:23:50,1,10,2,3,7,1.45,0.9984,26.59,
2020-09-02 20:27:19,1,12,2,4,8,1.07,0.9973,26.5,
2020-09-02 21:02:43,1,2,2,2,1,1.22,0.9986,25.95,
2020-09-02 21:06:12,1,4,1,1,2,1.45,0.9985,25.95,
2020-09-02 21:09:43,1,5,1,3,3,0.98,0.9976,25.69,
2020-09-02 21:13:13,1,7,2,1,4,1.02,0.9966,25.51,
2020-09-02 21:16:42,1,8,1,4,5,1.08,0.9952,25.64,
2020-09-02 21:20:11,1,9,1,2,6,1.26,0.9971,25.62,
2020-09-02 21:23:40,1,10,2,3,7,1.70,0.9972,25.65,
2020-09-02 21:27:09,1,12,2,4,8,1.10,0.9974,25.61,
2020-09-02 22:02:43,1,2,2,2,1,1.22,0.9974,25.12,
2020-09-02 22:06:12,1,4,1,1,2,1.36,0.9973,25.15,
2020-09-02 22:09:46,1,5,1,3,3,1.02,0.9974,24.97,
2020-09-02 22:13:16,1,7,2,1,4,1.12,0.9961,24.79,
2020-09-02 22:16:45,1,8,1,4,5,0.95,0.9925,24.93,
2020-09-02 22:20:14,1,9,1,2,6,1.38,0.9982,24.81,
2020-09-02 22:23:43,1,10,2,3,7,1.47,0.9975,24.84,
2020-09-02 22:27:12,1,12,2,4,8,1.02,0.9976,24.77,
2020-09-02 23:02:43,1,2,2,2,1,1.15,0.9976,24.56,
2020-09-02 23:06:12,1,4,1,1,2,1.35,0.9983,24.61,
2020-09-02 23:09:43,1,5,1,3,3,0.93,0.9969,24.51,
2020-09-02 23:13:15,1,7,2,1,4,1.05,0.9972,24.27,
2020-09-02 23:16:44,1,8,1,4,5,1.10,0.9949,24.42,
2020-09-02 23:20:13,1,9,1,2,6,1.32,0.9969,24.42,
2020-09-02 23:23:42,1,10,2,3,7,1.32,0.997,24.36,
2020-09-02 23:27:15,1,12,2,4,8,1.00,0.9961,24.24,
2020-09-03 0:02:43,1,2,2,2,1,1.11,0.9973,23.89,
2020-09-03 0:06:17,1,4,1,1,2,1.39,0.9984,23.85,
2020-09-03 0:09:48,1,5,1,3,3,0.97,0.9971,23.75,
2020-09-03 0:13:18,1,7,2,1,4,0.97,0.9968,23.66,
2020-09-03 0:16:51,1,8,1,4,5,0.93,0.9925,23.81,
2020-09-03 0:20:24,1,9,1,2,6,1.35,0.9958,23.69,
2020-09-03 0:23:53,1,10,2,3,7,1.25,0.9968,23.63,
2020-09-03 0:27:26,1,12,2,4,8,1.04,0.9978,23.62,
2020-09-03 1:02:43,1,2,2,2,1,1.11,0.9982,23.63,
2020-09-03 1:06:12,1,4,1,1,2,1.28,0.9978,23.73,
2020-09-03 1:09:43,1,5,1,3,3,0.95,0.9965,23.53,
2020-09-03 1:13:13,1,7,2,1,4,1.03,0.9976,23.25,
2020-09-03 1:16:42,1,8,1,4,5,0.84,0.9934,23.63,
2020-09-03 1:20:15,1,9,1,2,6,1.24,0.9981,23.48,
2020-09-03 1:23:44,1,10,2,3,7,1.21,0.9955,23.58,
2020-09-03 1:27:13,1,12,2,4,8,1.01,0.9973,23.31,
2020-09-03 2:02:43,1,2,2,2,1,1.08,0.9979,23.04,
2020-09-03 2:06:16,1,4,1,1,2,1.22,0.9973,23.11,
2020-09-03 2:09:47,1,5,1,3,3,0.90,0.9963,23.05,
2020-09-03 2:13:21,1,7,2,1,4,0.90,0.9954,22.81,
2020-09-03 2:16:54,1,8,1,4,5,0.89,0.9933,22.91,
2020-09-03 2:20:23,1,9,1,2,6,1.28,0.997,22.7,
2020-09-03 2:23:52,1,10,2,3,7,1.35,0.9967,22.73,
2020-09-03 2:27:22,1,12,2,4,8,0.98,0.9945,22.73,
2020-09-03 3:02:43,1,2,2,2,1,1.07,0.996,22.83,
2020-09-03 3:06:12,1,4,1,1,2,1.14,0.997,22.85,
2020-09-03 3:09:46,1,5,1,3,3,0.88,0.9956,22.79,
2020-09-03 3:13:20,1,7,2,1,4,0.87,0.9956,22.53,
2020-09-03 3:16:53,1,8,1,4,5,0.82,0.9897,22.75,
2020-09-03 3:20:26,1,9,1,2,6,1.20,0.9947,22.67,
2020-09-03 3:23:55,1,10,2,3,7,1.21,0.9953,22.65,
2020-09-03 3:27:29,1,12,2,4,8,0.95,0.9965,22.73,
2020-09-03 4:02:43,1,2,2,2,1,1.14,0.9969,21.19,
2020-09-03 4:06:12,1,4,1,1,2,1.19,0.9971,21.41,
2020-09-03 4:09:43,1,5,1,3,3,0.92,0.9976,21.32,
2020-09-03 4:13:17,1,7,2,1,4,0.87,0.995,21.19,
2020-09-03 4:16:50,1,8,1,4,5,0.94,0.9944,21.37,
2020-09-03 4:20:19,1,9,1,2,6,1.21,0.9968,21.19,
2020-09-03 4:23:48,1,10,2,3,7,1.31,0.9971,21.17,
2020-09-03 4:27:18,1,12,2,4,8,1.02,0.9961,21,
2020-09-03 5:02:43,1,2,2,2,1,1.05,0.9969,21.18,
