Date,House,Plot,W,S,Port,Flux,R2,Tchamb.,
2020-11-16 23:02:43,1,2,2,2,1,0.47,0.9894,16,
2020-11-16 23:06:15,1,4,1,1,2,0.49,0.9909,16.5,
2020-11-16 23:09:49,1,5,1,3,3,0.39,0.9843,16.59,
2020-11-16 23:13:23,1,7,2,1,4,0.43,0.9852,16.3,
2020-11-16 23:16:56,1,8,1,4,5,0.49,0.9885,16.43,
2020-11-16 23:20:25,1,9,1,2,6,0.38,0.9667,15.94,
2020-11-16 23:23:54,1,10,2,3,7,0.52,0.9899,15.66,
2020-11-16 23:27:28,1,12,2,4,8,0.37,0.9789,16.52,
2020-11-17 0:02:43,1,2,2,2,1,0.47,0.9856,17.38,
2020-11-17 0:06:16,1,4,1,1,2,0.47,0.9841,17.93,
2020-11-17 0:09:46,1,5,1,3,3,0.42,0.9805,19.6,
2020-11-17 0:13:15,1,7,2,1,4,0.51,0.986,20.66,
2020-11-17 0:16:44,1,8,1,4,5,0.42,0.9891,20.91,
2020-11-17 0:20:17,1,9,1,2,6,0.35,0.9734,20.93,
2020-11-17 0:23:50,1,10,2,3,7,0.49,0.9856,21.16,
2020-11-17 0:27:23,1,12,2,4,8,0.36,0.9751,21.17,
2020-11-17 1:02:43,1,2,2,2,1,0.48,0.9901,20.99,
2020-11-17 1:06:17,1,4,1,1,2,0.54,0.985,20.89,
2020-11-17 1:09:47,1,5,1,3,3,0.39,0.9775,20.78,
2020-11-17 1:13:16,1,7,2,1,4,0.45,0.9809,20.8,
2020-11-17 1:16:50,1,8,1,4,5,0.44,0.9811,20.78,
2020-11-17 1:20:23,1,9,1,2,6,0.42,0.979,20.37,
2020-11-17 1:23:52,1,10,2,3,7,0.51,0.9788,20.27,
2020-11-17 1:27:24,1,12,2,4,8,0.42,0.9687,20.37,
2020-11-17 2:02:43,1,2,2,2,1,0.49,0.9866,16.79,
2020-11-17 2:06:16,1,4,1,1,2,0.47,0.9854,16.5,
2020-11-17 2:09:50,1,5,1,3,3,0.43,0.9831,16.98,
2020-11-17 2:13:20,1,7,2,1,4,0.44,0.9832,16.12,
2020-11-17 2:16:54,1,8,1,4,5,0.53,0.9831,15.93,
2020-11-17 2:20:23,1,9,1,2,6,0.35,0.9774,15.8,
2020-11-17 2:23:56,1,10,2,3,7,0.65,0.9868,16.39,
2020-11-17 2:27:26,1,12,2,4,8,0.40,0.9787,17.16,
2020-11-17 3:02:43,1,2,2,2,1,0.47,0.98,14.54,
2020-11-17 3:06:12,1,4,1,1,2,0.45,0.9832,14.69,
2020-11-17 3:09:42,1,5,1,3,3,0.40,0.9775,14.61,
2020-11-17 3:13:16,1,7,2,1,4,0.44,0.9866,14.17,
2020-11-17 3:16:50,1,8,1,4,5,0.42,0.9836,14.43,
2020-11-17 3:20:23,1,9,1,2,6,0.35,0.9776,14.35,
2020-11-17 3:23:55,1,10,2,3,7,0.49,0.9864,14.39,
2020-11-17 3:27:29,1,12,2,4,8,0.39,0.9726,14.61,
2020-11-17 4:02:43,1,2,2,2,1,0.51,0.9842,16.23,
2020-11-17 4:06:12,1,4,1,1,2,0.46,0.9872,16.4,
2020-11-17 4:09:46,1,5,1,3,3,0.37,0.9758,15.8,
2020-11-17 9:02:43,1,2,2,2,1,0.46,0.9845,25.67,
2020-11-17 9:06:16,1,4,1,1,2,0.47,0.9828,25.24,
2020-11-17 9:09:49,1,5,1,3,3,0.36,0.9774,26.13,
2020-11-17 9:13:22,1,7,2,1,4,0.41,0.9874,25.4,
2020-11-17 9:16:56,1,8,1,4,5,0.38,0.9857,26.08,
2020-11-17 9:20:28,1,9,1,2,6,0.45,0.9801,25.65,
2020-11-17 9:23:57,1,10,2,3,7,0.42,0.9846,25.97,
2020-11-17 9:27:29,1,12,2,4,8,0.34,0.9822,25.6,
2020-11-17 10:02:43,1,2,2,2,1,0.42,0.9892,28.32,
2020-11-17 10:06:15,1,4,1,1,2,0.47,0.9868,28.6,
2020-11-17 10:09:48,1,5,1,3,3,0.42,0.9864,28.24,
2020-11-17 10:13:17,1,7,2,1,4,0.47,0.9857,28.27,
2020-11-17 10:16:46,1,8,1,4,5,0.49,0.9799,28.74,
2020-11-17 10:20:18,1,9,1,2,6,0.36,0.9683,28.78,
2020-11-17 10:23:51,1,10,2,3,7,0.45,0.9823,29,
2020-11-17 10:27:23,1,12,2,4,8,0.36,0.9749,28.8,
2020-11-17 11:02:42,1,2,2,2,1,0.43,0.9844,30.92,
2020-11-17 11:06:15,1,4,1,1,2,0.55,0.9895,31.26,
2020-11-17 11:09:49,1,5,1,3,3,0.41,0.9842,31.01,
2020-11-17 11:13:20,1,7,2,1,4,0.45,0.9824,30.95,
2020-11-17 11:16:52,1,8,1,4,5,0.45,0.9809,31.57,
2020-11-17 11:20:23,1,9,1,2,6,0.39,0.9686,31.24,
2020-11-17 11:23:55,1,10,2,3,7,0.55,0.9904,31.32,
2020-11-17 11:27:28,1,12,2,4,8,0.42,0.9849,30.97,
2020-11-17 12:02:42,1,2,2,2,1,0.53,0.9791,33.64,
2020-11-17 12:06:15,1,4,1,1,2,0.68,0.9895,33.89,
2020-11-17 12:09:48,1,5,1,3,3,0.41,0.9866,32.48,
2020-11-17 12:13:20,1,7,2,1,4,0.49,0.9827,32.57,
2020-11-17 12:16:51,1,8,1,4,5,0.57,0.9945,32.7,
2020-11-17 12:20:23,1,9,1,2,6,0.38,0.9733,33.31,
2020-11-17 12:23:55,1,10,2,3,7,0.61,0.9913,33.64,
2020-11-17 12:27:24,1,12,2,4,8,0.42,0.985,32.51,
2020-11-17 13:02:42,1,2,2,2,1,0.45,0.988,35.62,
2020-11-17 13:06:14,1,4,1,1,2,0.75,0.9931,34.61,
2020-11-17 13:09:46,1,5,1,3,3,0.49,0.9833,34.44,
2020-11-17 13:13:14,1,7,2,1,4,0.51,0.9843,34.12,
2020-11-17 13:16:47,1,8,1,4,5,0.61,0.99,34.94,
2020-11-17 13:20:14,1,9,1,2,6,0.45,0.9876,34.62,
2020-11-17 13:23:45,1,10,2,3,7,0.54,0.9906,33.6,
2020-11-17 13:27:17,1,12,2,4,8,0.50,0.983,33.15,
2020-11-17 14:02:42,1,2,2,2,1,0.55,0.9899,34.35,
2020-11-17 14:06:10,1,4,1,1,2,0.81,0.9928,33.72,
2020-11-17 14:09:39,1,5,1,3,3,0.49,0.9885,33.94,
2020-11-17 14:13:12,1,7,2,1,4,0.57,0.9864,33.55,
2020-11-17 14:16:39,1,8,1,4,5,0.62,0.9944,34.24,
2020-11-17 14:20:11,1,9,1,2,6,0.52,0.9867,33.23,
2020-11-17 14:23:39,1,10,2,3,7,0.58,0.9863,32.43,
2020-11-17 14:27:10,1,12,2,4,8,0.48,0.9891,34.19,
2020-11-17 15:02:42,1,2,2,2,1,0.48,0.9876,35.52,
2020-11-17 15:06:13,1,4,1,1,2,0.74,0.9934,34.96,
2020-11-17 15:09:46,1,5,1,3,3,0.46,0.9875,34.84,
2020-11-17 15:13:18,1,7,2,1,4,0.59,0.9901,33.42,
2020-11-17 15:16:46,1,8,1,4,5,0.58,0.99,34.58,
2020-11-17 15:20:17,1,9,1,2,6,0.48,0.9824,35.13,
2020-11-17 15:23:49,1,10,2,3,7,0.58,0.9897,36.11,
2020-11-17 15:27:17,1,12,2,4,8,0.55,0.9853,34.5,
2020-11-17 16:02:42,1,2,2,2,1,0.48,0.9912,33.68,
2020-11-17 16:06:13,1,4,1,1,2,0.76,0.9932,34.81,
2020-11-17 16:09:46,1,5,1,3,3,0.48,0.9896,32.89,
2020-11-17 16:13:18,1,7,2,1,4,0.56,0.9863,33.29,
2020-11-17 16:16:50,1,8,1,4,5,0.55,0.9884,33.21,
2020-11-17 16:20:21,1,9,1,2,6,0.48,0.9831,32.55,
2020-11-17 16:23:53,1,10,2,3,7,0.54,0.9869,30.91,
2020-11-17 16:27:25,1,12,2,4,8,0.50,0.9913,32.23,
2020-11-17 17:02:43,1,2,2,2,1,0.57,0.9932,28.55,
2020-11-17 17:06:12,1,4,1,1,2,0.72,0.9955,28.53,
2020-11-17 17:09:46,1,5,1,3,3,0.49,0.9858,28.34,
2020-11-17 17:13:19,1,7,2,1,4,0.58,0.9932,27.35,
2020-11-17 17:16:52,1,8,1,4,5,0.62,0.9915,26.88,
2020-11-17 17:20:25,1,9,1,2,6,0.76,0.9848,25.99,
2020-11-17 17:23:55,1,10,2,3,7,0.83,0.994,25.07,
2020-11-17 17:27:23,1,12,2,4,8,0.58,0.9909,24.9,
2020-11-17 18:02:43,1,2,2,2,1,0.50,0.9882,23.35,
2020-11-17 18:06:16,1,4,1,1,2,0.67,0.9924,23.06,
2020-11-17 18:09:50,1,5,1,3,3,0.58,0.9873,22.69,
2020-11-17 18:13:19,1,7,2,1,4,0.62,0.9931,22.4,
2020-11-17 18:16:48,1,8,1,4,5,0.61,0.9918,22.26,
2020-11-17 18:20:17,1,9,1,2,6,0.57,0.9792,22.09,
2020-11-17 18:23:46,1,10,2,3,7,0.67,0.9922,22,
2020-11-17 18:27:19,1,12,2,4,8,0.48,0.9842,22.02,
2020-11-17 19:02:43,1,2,2,2,1,0.47,0.9864,21.12,
2020-11-17 19:06:17,1,4,1,1,2,0.60,0.9947,21.19,
2020-11-17 19:09:50,1,5,1,3,3,0.48,0.9868,21.01,
2020-11-17 19:13:23,1,7,2,1,4,0.51,0.9883,21.43,
2020-11-17 19:16:56,1,8,1,4,5,0.61,0.993,20.8,
2020-11-17 19:20:26,1,9,1,2,6,0.48,0.9859,20.73,
2020-11-17 19:23:54,1,10,2,3,7,0.79,0.9905,20.63,
2020-11-17 19:27:23,1,12,2,4,8,0.45,0.9868,20.46,
2020-11-17 20:02:43,1,2,2,2,1,0.48,0.9885,19.68,
2020-11-17 20:06:16,1,4,1,1,2,0.59,0.9923,19.72,
2020-11-17 20:09:46,1,5,1,3,3,0.44,0.9878,19.62,
2020-11-17 20:13:19,1,7,2,1,4,0.49,0.986,19.38,
2020-11-17 20:16:53,1,8,1,4,5,0.59,0.9888,19.5,
2020-11-17 20:20:21,1,9,1,2,6,0.44,0.9852,19.35,
2020-11-17 20:23:50,1,10,2,3,7,0.76,0.9901,19.31,
2020-11-17 20:27:19,1,12,2,4,8,0.41,0.9806,19.24,
2020-11-17 21:02:43,1,2,2,2,1,0.50,0.989,19.15,
2020-11-17 21:06:15,1,4,1,1,2,0.55,0.9911,19.42,
2020-11-17 21:09:49,1,5,1,3,3,0.44,0.9836,19.11,
2020-11-17 21:13:22,1,7,2,1,4,0.49,0.9838,19.54,
2020-11-17 21:16:56,1,8,1,4,5,0.62,0.9907,18.61,
2020-11-17 21:20:24,1,9,1,2,6,0.42,0.978,18.44,
2020-11-17 21:23:57,1,10,2,3,7,0.63,0.9891,17.74,
2020-11-17 21:27:26,1,12,2,4,8,0.51,0.9869,17.6,
2020-11-17 22:02:43,1,2,2,2,1,0.52,0.9823,18.03,
2020-11-17 22:06:12,1,4,1,1,2,0.50,0.9916,18.95,
2020-11-17 22:09:46,1,5,1,3,3,0.44,0.9868,18.92,
2020-11-17 22:13:15,1,7,2,1,4,0.50,0.9877,18.91,
2020-11-17 22:16:44,1,8,1,4,5,0.50,0.9859,19.03,
2020-11-17 22:20:13,1,9,1,2,6,0.50,0.9843,18.93,
2020-11-17 22:23:42,1,10,2,3,7,0.72,0.9888,18.74,
2020-11-17 22:27:11,1,12,2,4,8,0.38,0.9866,18.85,
2020-11-17 23:02:43,1,2,2,2,1,0.49,0.9832,18.19,
2020-11-17 23:06:13,1,4,1,1,2,0.49,0.986,18.31,
2020-11-17 23:09:47,1,5,1,3,3,0.40,0.9845,18.34,
2020-11-17 23:13:20,1,7,2,1,4,0.47,0.9885,18.65,
2020-11-17 23:16:49,1,8,1,4,5,0.58,0.9842,18.2,
2020-11-17 23:20:19,1,9,1,2,6,0.44,0.9816,18.08,
2020-11-17 23:23:47,1,10,2,3,7,0.67,0.9902,17.92,
2020-11-17 23:27:16,1,12,2,4,8,0.39,0.9846,17.85,
2020-11-18 0:02:43,1,2,2,2,1,0.47,0.9898,18.22,
2020-11-18 0:06:16,1,4,1,1,2,0.52,0.9872,18.2,
2020-11-18 0:09:50,1,5,1,3,3,0.54,0.9715,17.96,
2020-11-18 0:13:20,1,7,2,1,4,0.49,0.9798,17.7,
2020-11-18 0:16:50,1,8,1,4,5,0.52,0.9847,17.76,
2020-11-18 0:20:19,1,9,1,2,6,0.44,0.9714,17.49,
2020-11-18 0:23:48,1,10,2,3,7,0.63,0.9838,17.2,
2020-11-18 0:27:17,1,12,2,4,8,0.38,0.981,16.99,
2020-11-18 1:02:43,1,2,2,2,1,0.53,0.9839,17.81,
2020-11-18 1:06:13,1,4,1,1,2,0.51,0.9826,17.92,
2020-11-18 1:09:46,1,5,1,3,3,0.43,0.9846,17.75,
2020-11-18 1:13:19,1,7,2,1,4,0.48,0.9898,17.44,
2020-11-18 1:16:50,1,8,1,4,5,0.49,0.986,17.68,
2020-11-18 1:20:22,1,9,1,2,6,0.48,0.9786,17.55,
2020-11-18 1:23:51,1,10,2,3,7,0.79,0.9919,17.57,
2020-11-18 1:27:22,1,12,2,4,8,0.43,0.982,17.42,
2020-11-18 2:02:43,1,2,2,2,1,0.47,0.9848,17.06,
2020-11-18 2:06:16,1,4,1,1,2,0.51,0.9852,16.88,
2020-11-18 2:09:50,1,5,1,3,3,0.40,0.9837,16.66,
2020-11-18 2:13:23,1,7,2,1,4,0.53,0.9836,16.47,
2020-11-18 2:16:54,1,8,1,4,5,0.49,0.9896,17.02,
2020-11-18 2:20:26,1,9,1,2,6,0.46,0.978,16.83,
2020-11-18 2:23:55,1,10,2,3,7,0.58,0.99,16.49,
2020-11-18 2:27:25,1,12,2,4,8,0.39,0.9749,16.78,
2020-11-18 3:02:43,1,2,2,2,1,0.48,0.9881,17.77,
2020-11-18 3:06:13,1,4,1,1,2,0.49,0.9929,18.09,
2020-11-18 3:09:48,1,5,1,3,3,0.46,0.9826,17.95,
2020-11-18 9:02:43,1,2,2,2,1,0.44,0.9821,26.87,
2020-11-18 9:06:16,1,4,1,1,2,0.50,0.9901,26.01,
2020-11-18 9:09:46,1,5,1,3,3,0.39,0.9823,27.02,
2020-11-18 9:13:19,1,7,2,1,4,0.44,0.9873,26.23,
2020-11-18 9:16:53,1,8,1,4,5,0.48,0.9771,27.77,
2020-11-18 9:20:21,1,9,1,2,6,0.49,0.9837,27.12,
2020-11-18 9:23:50,1,10,2,3,7,0.50,0.9921,27.91,
2020-11-18 9:27:23,1,12,2,4,8,0.37,0.9788,27.53,
2020-11-18 10:02:43,1,2,2,2,1,0.39,0.9805,29.55,
2020-11-18 10:06:12,1,4,1,1,2,0.51,0.9879,29.33,
2020-11-18 10:09:45,1,5,1,3,3,0.37,0.9829,28.5,
2020-11-18 10:13:14,1,7,2,1,4,0.45,0.9861,28.54,
2020-11-18 10:16:43,1,8,1,4,5,0.55,0.9872,29.27,
2020-11-18 10:20:12,1,9,1,2,6,0.34,0.9552,29.07,
2020-11-18 10:23:44,1,10,2,3,7,0.46,0.9846,29.07,
2020-11-18 10:27:16,1,12,2,4,8,0.35,0.9738,28.55,
2020-11-18 11:02:42,1,2,2,2,1,0.41,0.982,32.24,
2020-11-18 11:06:15,1,4,1,1,2,0.59,0.9928,32.21,
2020-11-18 11:09:48,1,5,1,3,3,0.47,0.9848,32.17,
2020-11-18 11:13:16,1,7,2,1,4,0.48,0.9812,32,
2020-11-18 11:16:48,1,8,1,4,5,0.46,0.9857,32.71,
2020-11-18 11:20:20,1,9,1,2,6,0.44,0.9735,32.62,
2020-11-18 11:23:48,1,10,2,3,7,0.51,0.9856,31.8,
2020-11-18 11:27:17,1,12,2,4,8,0.43,0.98,31.83,
2020-11-18 12:02:42,1,2,2,2,1,0.54,0.9913,31.39,
2020-11-18 12:06:16,1,4,1,1,2,0.72,0.9945,32.09,
2020-11-18 12:09:48,1,5,1,3,3,0.45,0.9802,32.7,
2020-11-18 12:13:19,1,7,2,1,4,0.54,0.9835,33.11,
2020-11-18 12:16:48,1,8,1,4,5,0.60,0.9883,32.4,
2020-11-18 12:20:16,1,9,1,2,6,0.50,0.9825,32.32,
2020-11-18 12:23:44,1,10,2,3,7,0.59,0.9909,32.56,
2020-11-18 12:27:14,1,12,2,4,8,0.53,0.9893,32.32,
2020-11-18 13:02:42,1,2,2,2,1,0.52,0.9877,33.51,
2020-11-18 13:06:14,1,4,1,1,2,0.76,0.9932,32.85,
2020-11-18 13:09:46,1,5,1,3,3,0.47,0.9912,33.45,
2020-11-18 13:13:17,1,7,2,1,4,0.57,0.9827,33.41,
2020-11-18 13:16:49,1,8,1,4,5,0.62,0.9911,33.19,
2020-11-18 13:20:17,1,9,1,2,6,0.53,0.9865,33.86,
2020-11-18 13:23:48,1,10,2,3,7,0.64,0.9909,33.74,
2020-11-18 13:27:16,1,12,2,4,8,0.52,0.9908,33.45,
2020-11-18 14:02:42,1,2,2,2,1,0.52,0.99,34.37,
2020-11-18 14:06:11,1,4,1,1,2,0.79,0.993,33.27,
2020-11-18 14:09:43,1,5,1,3,3,0.50,0.9905,33.36,
2020-11-18 14:13:15,1,7,2,1,4,0.60,0.9912,33.11,
2020-11-18 14:16:47,1,8,1,4,5,0.60,0.9894,33.99,
2020-11-18 14:20:15,1,9,1,2,6,0.52,0.9892,33.86,
2020-11-18 14:23:47,1,10,2,3,7,0.64,0.9897,33.25,
2020-11-18 14:27:15,1,12,2,4,8,0.55,0.9896,33.29,
2020-11-18 15:02:42,1,2,2,2,1,0.51,0.9886,33.81,
2020-11-18 15:06:13,1,4,1,1,2,0.74,0.9945,34.46,
2020-11-18 15:09:46,1,5,1,3,3,0.51,0.988,33.65,
2020-11-18 15:13:14,1,7,2,1,4,0.70,0.9906,32.51,
2020-11-18 15:16:42,1,8,1,4,5,0.59,0.987,34.09,
2020-11-18 15:20:14,1,9,1,2,6,0.55,0.9839,34.13,
2020-11-18 15:23:46,1,10,2,3,7,0.60,0.9929,33.03,
2020-11-18 15:27:18,1,12,2,4,8,0.54,0.9905,32.85,
2020-11-18 16:02:42,1,2,2,2,1,0.50,0.9909,32.33,
2020-11-18 16:06:10,1,4,1,1,2,0.73,0.9938,32.16,
2020-11-18 16:09:43,1,5,1,3,3,0.48,0.9868,32.04,
2020-11-18 16:13:15,1,7,2,1,4,0.66,0.9932,31.95,
2020-11-18 16:16:43,1,8,1,4,5,0.61,0.9927,31.89,
2020-11-18 16:20:16,1,9,1,2,6,0.52,0.9785,31.92,
2020-11-18 16:23:47,1,10,2,3,7,0.59,0.9876,30.46,
2020-11-18 16:27:19,1,12,2,4,8,0.50,0.9917,31.18,
2020-11-18 17:02:43,1,2,2,2,1,0.49,0.9868,28.52,
2020-11-18 17:06:16,1,4,1,1,2,0.65,0.9942,28.7,
2020-11-18 17:09:50,1,5,1,3,3,0.48,0.9833,28.64,
2020-11-18 17:13:23,1,7,2,1,4,0.58,0.9925,27.92,
2020-11-18 17:16:52,1,8,1,4,5,0.71,0.9925,27.69,
2020-11-18 17:20:21,1,9,1,2,6,0.60,0.9905,27.24,
2020-11-18 17:23:54,1,10,2,3,7,0.70,0.993,26.9,
2020-11-18 17:27:23,1,12,2,4,8,0.52,0.9858,26.59,
2020-11-18 18:02:44,1,2,2,2,1,0.55,0.9891,22.9,
2020-11-18 18:06:12,1,4,1,1,2,0.73,0.9944,22.71,
2020-11-18 18:09:42,1,5,1,3,3,0.50,0.9912,22.41,
2020-11-18 18:13:14,1,7,2,1,4,0.58,0.9906,22.59,
2020-11-18 18:16:47,1,8,1,4,5,0.75,0.9857,22.02,
2020-11-18 18:20:16,1,9,1,2,6,0.58,0.9857,21.86,
2020-11-18 18:23:45,1,10,2,3,7,0.78,0.9925,21.64,
2020-11-18 18:27:15,1,12,2,4,8,0.55,0.9845,22.14,
2020-11-18 19:02:43,1,2,2,2,1,0.50,0.993,21.62,
2020-11-18 19:06:16,1,4,1,1,2,0.65,0.9887,21.84,
2020-11-18 19:09:46,1,5,1,3,3,0.46,0.9859,21.23,
2020-11-18 19:13:18,1,7,2,1,4,0.59,0.9884,20.57,
2020-11-18 19:16:47,1,8,1,4,5,0.66,0.9892,20.73,
2020-11-18 19:20:16,1,9,1,2,6,0.59,0.9899,20.75,
2020-11-18 19:23:45,1,10,2,3,7,0.66,0.9955,20.55,
2020-11-18 19:27:14,1,12,2,4,8,0.45,0.9877,20.6,
2020-11-18 20:02:43,1,2,2,2,1,0.52,0.9857,20.63,
2020-11-18 20:06:12,1,4,1,1,2,0.62,0.9916,20.74,
2020-11-18 20:09:42,1,5,1,3,3,0.49,0.9849,20.55,
2020-11-18 20:13:11,1,7,2,1,4,0.54,0.9929,20.74,
