"PA","AT2","RH2","AT6","RH6","SWC5","SWC15","SWC30","ST5","ST15","ST30","NEE","RECO"
85.12137,25.12,36.42634598,24.86,36.5054141,15,12,11,25.9,27.2,28.4,-0.9260214268,0.8423464998
85.10073,26.07,33.80125831,25.69,33.7168017,15,12,11,26.6,27.2,28.3,-0.9699988521,0.8746391435
85.07299,27.42,31.32741946,26.85,31.41305407,15,12,11,27.6,27.2,28.3,-1.58821491,0.9188805144
85.05618,27.99,30.6669205,27.53,30.6319283,15,12,11,28.7,27.3,28.2,-0.3792788126,0.947232924
85.03872,28.41,28.79159914,28,28.75467028,15,12,11,29.9,27.5,28.1,-0.6598203818,0.9686097598
85.01438,29.47,26.7773317,28.8,27.08994759,15,12,11,30.8,27.8,28.1,-0.5275200129,1.002033015
84.98513,29.51,26.20535712,29.12,26.06491691,15,12,11,31.9,28.1,28.1,-0.7779032367,1.018680862
84.95239,29.62,26.11531559,29.3,25.88630712,15,12,11,32.7,28.5,28.1,0.3225099288,1.030442844
84.92997,30.43,24.38094556,29.85,24.51398857,16,12,11,33.2,28.9,28.1,-0.7677974354,1.055837328
84.89783,31.63,22.10506891,30.75,22.50399363,16,12,11,34.2,29.3,28.1,-0.6126568719,1.094517404
84.85667,31.71,21.07125563,31.02,21.19405729,16,12,11,35.3,29.8,28.2,-0.4920728979,1.110251503
84.81651,32.25,20.03833066,31.62,19.94722164,16,12,11,36.2,30.4,28.3,-0.5568794487,1.138567561
84.76695,32.87,19.20623745,31.97,19.25515505,16,12,11,36.9,31,28.3,-0.3081470756,1.157755846
84.70689,33.03,19.26677704,32.31,19.04997778,16,12,11,37.5,31.5,28.5,-0.1514316986,1.176771396
84.65969,32.99,19.38718159,32.53,18.9037491,16,12,11,38,32.1,28.6,0.2267835644,1.191367603
84.65611,31.23,21.79301194,31.5,20.53167528,16,13,11,38,32.6,28.8,0.9573271786,1.157845607
84.67152,28.07,34.0790918,29.48,27.08232924,16,13,11,37.3,32.9,28.9,0.6509477564,1.086455542
84.71194,22.8,55.00240977,24.71,44.18688197,16,13,11,35.7,33,29.1,0.6125970221,0.9138884496
84.87302,16.32,80.38128278,18.58,68.86161231,34,13,11,32.2,32.7,29.3,0.702965768,0.702965768
84.99868,18.28,64.89028146,20.72,53.02801847,39,20,11,28.3,31.4,29.5,0.7801823348,0.7801823348
84.94059,21.42,47.10222558,23.42,38.18041291,36,31,11,26.3,29.8,29.6,0.8809050507,0.8809050507
84.98344,23.22,36.95073283,25.42,28.55058467,34,31,15,25.4,28.7,29.8,0.9596609888,0.9596609888
85.02476,23.87,36.17084819,25.71,29.10510812,33,32,19,24.8,27.9,29.8,0.9756260748,0.9756260748
84.95618,22.51,40.45823168,25.02,29.86237061,32,32,20,24.4,27.2,29.8,0.9545870789,0.9545870789
84.90965,21.46,44.03379865,23.38,35.98758689,31,32,21,24,26.7,29.8,0.8979669273,0.8979669273
84.92975,22.5,39.9667534,24.04,33.95773456,31,31,22,23.7,26.3,29.6,1.118608673,1.118608673
84.94019,22.87,38.64439196,24.75,30.442789,30,31,23,23.5,25.9,29.5,0.9592754406,0.9592754406
84.90431,23.05,40.91187565,24.85,33.68797499,30,31,23,23.4,25.7,29.3,0.968115644,0.968115644
84.91306,22.9,40.72066606,24.22,35.38338807,29,31,23,23.3,25.5,29.1,-1.806707078,0.9488948532
84.84986,22.8,40.93085964,24.56,34.11828312,29,30,23,23.2,25.2,28.9,0.9669663339,0.9669663339
84.82244,21.74,48.2069608,22.96,43.72889615,29,30,23,23.1,25.1,28.7,1.721391211,1.721391211
84.82726,22.22,45.24082673,23.42,40.93472131,28,30,23,23,24.9,28.5,3.354798079,3.354798079
84.82124,22.15,47.025641,23.44,41.97913662,28,30,23,22.9,24.7,28.3,-0.3969480787,0.938337846
84.87325,21.1,54.61144977,22.41,49.35374095,28,30,23,22.9,24.6,28.1,1.742372108,1.742372108
84.91573,21.24,51.66404456,22.45,47.48381929,28,29,23,22.7,24.5,28,-0.01499141849,0.9094979258
84.89633,21.42,51.85556919,22.45,48.48770554,28,29,23,22.6,24.4,27.8,0.9141835296,0.9141835296
84.90466,21.39,53.11894672,22.48,49.85748576,27,29,23,22.5,24.3,27.7,0.9200573346,0.9200573346
84.90512,21.12,53.89959023,22.25,50.67234876,27,29,23,22.3,24.2,27.5,0.915750523,0.915750523
84.90072,21.21,53.4989901,22.15,51.37294301,27,29,23,22.3,24.1,27.4,0.9165029944,0.9165029944
84.90923,19.94,61.38262252,21.28,56.54105905,27,28,23,22.1,24,27.3,0.8869914994,0.8869914994
84.92794,19.54,63.62583043,21.01,58.52364543,27,28,23,22,23.9,27.1,0.8809321298,0.8809321298
84.9316,19.26,64.67661774,20.83,58.91803207,27,28,23,21.8,23.8,27,0.8783448187,0.8783448187
84.94925,19.56,62.5030386,21.32,55.33887282,26,28,23,21.7,23.8,26.9,0.4908582851,0.9021759597
84.97838,20.71,57.7276944,21.79,53.90871516,26,28,23,21.7,23.7,26.8,0.2303083169,0.9255474291
84.98428,21.57,55.72732401,22.34,53.13877735,26,28,23,21.7,23.6,26.7,0.07272395084,0.9524935643
84.99559,22.12,54.90820377,22.69,52.77630587,26,28,23,21.8,23.5,26.5,-0.004160342257,0.9716186678
85.02094,22.59,53.79766614,23.04,52.45871493,26,28,23,22.2,23.5,26.5,-0.1226609302,0.9909637228
85.0177,24.34,48.15994052,24.4,47.70657122,26,27,23,22.6,23.5,26.4,2.046204412,2.046204412
84.9894,25.54,42.6881909,25.46,41.6444759,26,27,23,23.3,23.5,26.3,-0.6179190069,1.103698227
84.96963,26.51,40.59544577,26.31,39.51286167,26,27,22,24.2,23.5,26.2,-0.03025419746,1.146157232
84.95659,27.23,38.87254286,27.03,37.69417809,26,27,22,25.2,23.6,26.1,0.2436459264,1.183568342
84.94122,27.98,36.28647656,27.69,34.88776303,26,27,22,26.1,23.7,26,0.6218036545,1.218845836
84.92716,28.65,34.0509787,28.32,32.36515446,26,27,22,27.1,23.9,26,1.431115554,1.431115554
84.90202,29.19,33.22985734,28.74,31.59504906,26,27,22,28,24.1,25.9,0.9374074552,1.278517044
84.86747,29.76,31.54557437,29.35,30.18704047,26,27,22,28.9,24.4,25.9,1.733725556,1.733725556
84.83533,30.61,29.0287996,30.16,27.84549253,25,26,22,29.8,24.7,26,0.2923213804,1.35683019
84.79718,31.34,25.47732139,30.91,24.28579789,25,26,22,30.5,25.1,26,2.289479088,2.289479088
84.74648,31.8,24.06300466,31.33,22.79077316,25,26,22,31.2,25.6,26.1,2.255708865,2.255708865
84.70184,32.28,22.39761878,31.95,21.12544772,25,26,22,31.5,26.1,26.2,1.859893602,1.859893602
84.66952,32.59,20.35022429,32.16,19.11727186,25,26,22,31.6,26.6,26.3,1.897289248,1.897289248
84.61964,32.91,19.41715009,32.49,17.95716487,25,26,22,31.8,27,26.4,1.498043983,1.502023123
84.58034,33.24,19.63865881,32.96,18.24478966,25,26,22,31.9,27.4,26.5,1.922136323,1.922136323
84.5416,32.4,20.72130361,32.45,18.94653326,25,26,22,31.7,27.8,26.7,2.038918278,2.038918278
84.51781,32.84,20.83263256,32.65,19.42187743,25,26,22,31.4,28.1,26.8,1.460527095,1.531285702
84.49593,32.66,19.96885691,32.6,18.65016811,24,26,22,31.1,28.3,26.9,1.991032281,1.991032281
84.49094,31.41,22.83739413,31.62,20.84471063,24,26,22,30.8,28.5,27.1,2.092765623,2.092765623
84.51565,29.51,28.02196747,30.12,25.2330454,24,26,22,30.3,28.6,27.2,0.7282129976,1.427308028
84.53077,29.15,25.56209823,29.8,23.59734458,24,26,22,29.7,28.6,27.3,0.656894124,1.418121976
84.54879,28.86,24.96923793,29.8,22.02107795,24,26,22,29.1,28.5,27.4,0.7739883009,1.424628192
84.58016,27.57,32.1507305,28.63,28.08126981,24,26,22,28.6,28.3,27.5,0.5917795064,1.373320939
84.62115,28.11,28.78069212,29.3,24.93440324,24,25,22,28.1,28.1,27.6,1.552939752,1.552939752
84.71107,26.11,36.3899279,27.43,31.18058944,23,25,22,27.6,28,27.6,2.913237438,2.913237438
84.7366,23.74,44.77661522,24.6,41.8410761,24,25,22,27,27.7,27.6,1.990782208,1.990782208
84.77549,23.31,44.00227869,24.13,41.96344779,23,25,21,26.3,27.5,27.7,2.455744334,2.455744334
84.82162,23.08,43.41948214,23.95,41.01105819,23,25,21,25.7,27.3,27.7,0.9324006945,1.174599178
84.84492,23.09,41.46369315,23.92,39.18837098,23,25,22,25.3,27.1,27.7,1.664058153,1.664058153
84.85578,22.32,43.80714235,23.19,41.42650332,23,25,21,24.9,26.9,27.6,2.024350282,2.024350282
84.8606,22.05,43.97638177,22.92,41.77675641,23,25,21,24.5,26.7,27.6,2.044090114,2.044090114
84.87635,22.48,41.45100209,23.34,39.16569842,23,24,21,24.1,26.5,27.6,1.667291908,1.667291908
84.86237,22.54,41.26070692,23.4,38.84195204,23,24,21,23.8,26.3,27.5,2.307739877,2.307739877
84.85208,22.25,42.42281176,23.09,40.16341307,23,24,21,23.5,26.1,27.4,2.035850633,2.035850633
84.83862,22.08,42.62262621,22.96,40.26763458,22,24,21,23.2,25.9,27.3,1.944878508,1.944878508
84.83025,21.53,44.23469165,22.64,41.06110862,23,24,21,22.9,25.7,27.3,0.3790874534,1.151563284
84.83668,20.39,49.43334761,22.19,43.00117124,22,24,21,22.7,25.5,27.2,1.677795695,1.677795695
84.84013,20.4,49.20277825,22.24,42.57297701,22,24,21,22.6,25.4,27.1,1.141661048,1.141661048
84.84715,19.57,53.44947999,21.78,44.70639882,22,24,21,22.4,25.2,27,1.123908392,1.123908392
84.86185,19.22,55.14181653,21.64,45.22674671,22,24,21,22.2,25.1,26.9,1.121707439,1.121707439
84.87965,19.37,53.95964906,21.3,46.87531185,22,24,21,22,24.9,26.8,1.109670177,1.109670177
84.90175,19.72,51.68571112,21.78,44.13257106,22,24,21,21.9,24.7,26.7,1.137818711,1.137818711
84.91826,19.12,54.49957645,20.99,47.6159146,22,24,21,21.8,24.6,26.6,1.103485972,1.103485972
84.93638,19.46,53.65939232,21.1,47.80139453,22,24,21,21.6,24.4,26.5,1.637724948,1.637724948
84.98161,21.01,49.92798353,22.04,45.84048297,22,24,21,21.6,24.3,26.4,0.687430029,1.164633304
85.00728,22.78,45.5042684,23.23,43.87639266,22,24,21,21.6,24.1,26.4,-0.2908374109,1.229652813
85.00627,23.93,40.55453544,24.21,39.00413804,22,23,21,21.7,24.1,26.3,-0.2128324707,1.285130418
85.03564,24.78,37.79940546,25.12,36.19140973,22,23,21,21.8,24,26.2,-0.70825509,1.337895297
85.0456,25.55,35.99656563,25.86,33.977478,22,23,21,22.3,23.9,26.1,-0.3736723949,1.382428025
85.04666,25.08,37.21872341,25.23,35.45417625,22,23,21,22.7,23.9,26,-0.9627077446,1.354121924
85.04922,25.66,35.82641924,25.84,34.30546502,22,23,20,23.1,24,25.9,-1.68296358,1.391995535
85.03342,27.23,33.14300699,26.93,32.09308145,22,23,20,23.8,24.1,25.8,-2.627479227,1.456454705
84.99272,28.17,31.88173402,27.67,31.10789296,22,23,20,25,24.2,25.8,-1.109388469,1.50264349
84.96712,28.77,30.37829557,28.31,29.74454812,22,23,20,26.2,24.4,25.7,-1.118739801,1.543829226
84.94768,29.39,25.68314966,29.03,25.0706001,22,23,20,27.3,24.7,25.7,-0.741650466,1.589969177
84.93709,29.91,24.76108703,29.49,24.15990543,22,23,20,28.3,25,25.7,-0.7105822101,1.621870298
84.9158,30.86,23.18747865,30.36,22.47056722,23,23,20,29.3,25.4,25.7,-1.404560849,1.677515378
84.87797,31.68,21.72370777,31.11,21.01129149,23,23,20,30.4,25.9,25.7,-0.5144105327,1.726890903
84.85101,32.21,20.2390362,31.56,19.43220968,23,23,20,31.6,26.4,25.8,-0.3778140677,1.759286141
84.80606,32.56,19.8281081,32.22,18.78713344,23,23,20,32.6,26.9,25.9,-0.06639037628,1.804262244
84.77317,32.85,18.65400918,32.5,17.54393804,23,23,20,33.5,27.5,26,0.09699977,1.827168148
84.7421,33.2,17.58034651,32.79,16.34793472,23,23,20,34.2,28,26.1,0.2939934301,1.850783412
84.69386,33.63,16.80795508,33.3,15.48231797,23,23,20,34.6,28.5,26.3,-0.0743813654,1.887674936
84.64835,33.61,16.68743558,33.35,15.25135198,23,23,20,34.9,28.9,26.4,0.2228488984,1.897168756
84.61687,33.84,17.33041868,33.64,15.96252805,23,23,20,35,29.3,26.6,0.1656283436,1.921129903
84.58738,33.81,17.09943063,33.71,15.55223708,23,23,20,34.9,29.7,26.8,0.3843581464,1.931858944
84.57165,33.68,17.13937779,33.64,15.53081484,23,23,20,34.6,29.9,27,0.8057249529,1.93406494
84.57303,33.25,17.53023089,33.43,15.81590974,22,23,20,34,30.1,27.2,0.5228634618,1.927673586
84.59032,32.74,18.44297472,33.1,16.64658382,22,23,20,33.2,30.2,27.4,1.031440032,1.91385476
84.6312,31.91,19.47548338,32.5,17.5525889,22,23,20,32.4,30.2,27.6,2.014754967,2.014754967
84.66179,30.63,21.61104063,31.5,19.43985608,22,23,20,31.6,30.1,27.7,2.221036428,2.221036428
84.71232,29.34,23.37466047,30.41,20.97520158,22,23,20,30.8,30,27.9,1.768318764,1.768318764
84.74426,29,21.58745419,29.91,19.72386129,22,23,20,30.1,29.8,28,2.888135513,2.888135513
84.78426,28.83,21.77776645,29.77,19.80045554,22,23,20,29.5,29.6,28.1,0.2791349782,1.740651219
84.84327,28.33,22.91066241,29.31,20.82783886,22,22,20,29,29.3,28.2,3.042865422,3.042865422
84.87569,27.39,25.67796991,28.51,22.90742325,21,22,20,28.5,29.1,28.2,1.460330294,1.675332019
84.90529,27.37,24.98554714,28.46,22.5364214,21,22,20,28.1,28.9,28.2,1.677607419,1.677607419
84.94077,26.2,29.70818064,27.47,25.96442542,21,22,20,27.6,28.7,28.2,1.623305011,1.623305011
84.99632,24.47,41.2991365,25.49,38.23677429,21,22,20,27.2,28.5,28.2,1.023022095,1.51059565
85.03072,23.51,45.27705648,24.98,40.47711874,21,22,20,26.7,28.3,28.2,1.485393028,1.485393028
85.05015,22.73,48.77365936,24.24,43.47096367,21,22,20,26.4,28.1,28.2,1.446750133,1.446750133
85.04173,22.14,49.21189514,23.48,45.05455804,21,22,20,26,27.9,28.1,1.407087976,1.407087976
85.03719,21.92,50.1133306,23.16,46.50990485,21,22,20,25.7,27.7,28.1,1.393072586,1.393072586
85.0403,21.05,54.78163043,22.6,49.61527212,21,22,20,25.4,27.5,28,1.365148635,1.365148635
85.03409,20.59,58.45894345,22.21,52.92635473,21,22,20,25.1,27.4,28,1.112162469,1.347089382
85.04357,19.44,65.32956748,21.1,58.81579078,21,22,20,24.8,27.2,27.9,1.287771574,1.287771574
85.04147,20.18,60.3714969,21.75,55.02608677,21,22,20,24.6,27,27.8,1.329425389,1.329425389
85.0351,20.57,57.10514068,22.25,51.28163552,21,22,20,24.3,26.8,27.7,1.362945517,1.362945517
85.04322,19.81,60.27885704,21.82,52.56645193,20,22,20,24.1,26.7,27.6,1.342438698,1.342438698
85.04895,20.2,56.79204331,22.29,49.54291048,20,22,20,23.9,26.5,27.6,1.374502145,1.374502145
85.05861,21.36,50.40116558,23.22,44.76599104,20,22,20,23.6,26.3,27.5,1.434332328,1.434332328
85.06842,22.01,48.04787981,23.98,41.26340241,21,22,20,23.4,26.2,27.4,1.565250113,1.565250113
85.08619,23.23,45.58666039,24.27,40.99889697,20,22,20,23.3,26,27.3,0.5586433658,1.507641431
85.09133,24.3,44.23754512,24.75,41.70908736,20,21,20,23.3,25.9,27.2,-0.4547084782,1.542213732
85.10146,25.22,41.61334193,25.6,39.59774988,20,22,20,23.3,25.8,27.1,-1.342120702,1.600165069
85.11816,26.63,36.44203363,26.74,34.48193303,20,21,20,23.4,25.7,27,-1.350866643,1.677310843
85.12319,27.8,32.46255884,27.91,30.88471965,21,21,20,23.8,25.6,26.9,-1.632442616,1.757753847
85.10349,28.9,30.14786664,28.95,28.79223042,20,21,20,24.3,25.6,26.9,-1.385359073,1.831132642
85.091,29.97,26.86900139,30.15,25.8135019,20,21,20,25.1,25.6,26.8,-1.484951479,1.916174844
85.0853,30.84,23.78970372,30.67,23.14153462,21,21,20,26.2,25.7,26.7,-3.376755745,1.957320875
85.07573,30.99,23.76998086,30.74,22.8233605,21,21,20,27.5,25.8,26.6,-1.978536862,1.96884486
85.06265,31.7,21.96467936,31.34,21.2602146,21,21,20,29,26,26.6,-0.897389602,2.015987301
85.04799,31.87,20.08777789,31.89,19.01270079,21,21,20,30.3,26.3,26.6,-1.292544089,2.060249907
85.01331,33.1,18.58418313,32.61,17.77736563,21,21,20,31.8,26.6,26.6,-1.547858598,2.116565954
84.96587,33.33,18.2733496,33.03,17.21291766,21,21,19,33,27.1,26.6,-2.46721785,2.152876354
84.94135,33.5,17.96239686,32.9,17.14805499,21,21,20,34.1,27.6,26.6,-0.776213045,2.151546809
84.90079,33.55,17.8821599,33.22,16.82466337,21,21,19,35,28.2,26.7,0.115316318,2.181340659
84.8549,33.73,17.07921671,33.37,15.92655305,21,21,19,35.5,28.8,26.9,-0.1245937685,2.199539609
84.8331,33.13,18.06215186,33.01,16.6865856,21,21,19,35.8,29.3,27,0.2752728094,2.182260514
84.78322,34.26,16.76881488,34.02,15.39975878,21,21,19,36.1,29.7,27.2,-0.7387191026,2.260926611
84.74783,34.06,15.88488178,34.09,14.46562547,21,21,20,36.6,30.1,27.4,-0.9153387615,2.273958033
84.71692,34.57,15.14259206,34.91,13.70171192,21,21,20,36.7,30.5,27.6,-0.6965167695,2.340408084
84.66055,35.09,14.83204676,35.05,13.62496188,21,21,19,37,30.8,27.7,-0.9427897296,2.358818855
84.62567,35.13,13.45634322,35.32,12.55475218,21,21,19,37,31.1,28,-0.08665707432,2.386700827
84.60876,34.47,13.53582057,34.94,12.4677968,21,21,20,36.7,31.4,28.2,-0.06589709313,2.367866763
84.60894,34.53,13.92751608,34.67,12.61098586,21,21,20,36.2,31.6,28.3,0.2956704655,2.356875061
84.64201,33.07,16.12431708,33.81,13.7834918,21,21,20,35.6,31.8,28.5,0.4926388191,2.303201707
84.6688,32.81,15.55164018,33.87,13.16876406,21,21,19,34.8,31.8,28.7,1.551725364,2.315844814
84.6956,31.98,18.21070603,33.41,14.03797788,21,21,20,33.9,31.7,28.9,1.888806855,2.290832557
84.71951,29.99,19.18071124,31.58,15.4019822,20,21,20,33.2,31.6,29,2.166897008,2.166897008
84.76015,28.14,21.48523313,30.38,16.19367246,20,21,20,32.4,31.4,29.1,2.088668602,2.088668602
84.79041,27.1,22.32582948,29.89,15.73913128,20,21,19,31.6,31.2,29.2,2.061183244,2.061183244
84.81596,26.48,22.715721,29.25,15.97920516,20,20,20,30.9,30.9,29.3,2.022926853,2.022926853
84.85432,26.46,22.41467176,28.83,16.7915549,20,21,20,30.3,30.7,29.4,2.000274392,2.000274392
84.86826,26.63,24.92346133,28.58,20.67254171,20,20,20,29.8,30.4,29.4,1.989659414,1.989659414
84.86019,26.66,25.33491658,28.55,21.34139807,20,20,20,29.2,30.2,29.4,-0.4191408021,1.994708849
84.86084,25.74,29.80710388,28,24.89473628,20,20,20,28.8,30,29.4,-0.7991827098,1.962526604
84.84082,25.42,32.08346548,27.35,27.02078323,20,20,19,28.3,29.8,29.4,-1.089639807,1.923159257
84.85589,25.22,32.25334964,26.68,28.5315436,20,20,20,28,29.5,29.3,-1.6589054,1.882355777
84.87051,24.94,33.21547391,26.99,27.80469601,19,20,19,27.5,29.3,29.2,1.911299529,1.911299529
84.86895,25,32.25261605,26.63,28.22224603,19,20,19,27.2,29.1,29.2,1.892414711,1.892414711
84.8552,23.66,37.41383926,26.15,29.55976393,19,20,19,26.9,28.9,29.1,1.864885822,1.864885822
84.84619,22.86,39.82785338,25.31,31.53115971,19,20,19,26.5,28.7,29,1.811684996,1.811684996
84.85006,22.75,36.8586419,24.38,31.58848449,19,20,19,26.2,28.5,28.9,1.219206807,1.752283503
84.84498,21.54,41.66749924,23.88,33.83681562,19,20,19,25.9,28.3,28.9,1.723323061,1.723323061
84.85257,23.48,32.55845455,25.02,28.7431824,19,20,19,25.6,28.1,28.8,2.439933515,2.439933515
84.85528,23.5,29.8001759,24.69,27.16955589,19,20,19,25.4,27.9,28.7,2.01192187,2.01192187
84.87543,23.08,30.19003032,24.19,27.83383944,19,20,19,25.1,27.8,28.6,2.34512962,2.34512962
84.90656,22.81,31.05172134,23.88,28.69236129,19,20,19,24.9,27.6,28.5,1.987654701,1.987654701
84.91995,23.23,31.14336205,24.14,29.18000543,19,20,19,24.7,27.5,28.4,1.822177859,1.822177859
84.9421,24.05,31.26640334,24.56,29.87575652,19,20,19,24.6,27.3,28.3,0.5242493362,1.8099576
84.96925,25.32,30.73881299,25.6,29.62482772,19,20,19,24.5,27.2,28.2,-0.67551704,1.892546211
84.95467,26.28,29.11646307,26.4,28.32006647,19,20,19,24.5,27.1,28.1,-1.169820885,1.95867118
84.97947,27.11,27.92487493,27.03,27.37481513,19,20,19,24.6,27,28,-1.416964765,2.012933453
84.99186,27.9,26.57240378,27.61,26.25690897,19,20,19,25,26.9,27.9,-2.054927374,2.064051547
84.97999,28.34,25.64029852,27.97,25.42919365,19,19,19,25.5,26.9,27.8,-1.778817168,2.098904394
84.95976,29.3,23.95667284,28.84,23.80432138,19,19,19,26.3,26.9,27.7,-3.173685436,2.173426882
84.94559,30.01,22.77400341,29.46,22.51222024,19,19,19,27.2,27,27.7,-2.785142803,2.22942955
84.95001,30.78,21.6314375,30.21,21.26785185,19,19,19,28.3,27.1,27.6,-2.869357259,2.296289202
84.9491,31.07,21.06992587,30.58,20.55400479,19,19,19,29.6,27.2,27.5,-2.312294021,2.333750113
84.92044,31.79,19.4852925,31.21,18.87583695,20,19,19,30.9,27.4,27.5,-2.515886341,2.392301314
84.8746,32.69,15.88276732,32.49,14.85563013,20,19,19,32.2,27.7,27.5,-2.125872013,2.504016257
84.83247,33.07,15.26087296,32.73,14.26340756,20,19,19,33.6,28.1,27.5,-2.213996707,2.53239086
84.79214,33.07,17.24880246,32.5,16.39049044,20,19,19,34.7,28.6,27.6,-2.066297179,2.522531232
84.77922,33.2,17.28918143,32.67,16.35208828,20,19,19,35.6,29.1,27.6,-1.42735618,2.545336749
84.75469,33.35,17.56052229,32.69,16.76013412,20,19,19,36.4,29.7,27.7,-1.462891263,2.55592009
84.72871,33.33,17.82153601,32.74,16.9663805,20,19,19,37,30.2,27.8,-2.205212056,2.569006851
84.6909,33.44,17.2996252,32.93,16.35137377,20,19,19,37.5,30.7,28,-1.614156699,2.593752161
84.66065,33.55,16.93835135,33.14,15.85881906,20,19,19,37.7,31.1,28.2,-1.639997789,2.620308155
84.63261,33.44,17.04861497,33.16,15.89500127,20,19,19,37.9,31.5,28.3,-1.486897138,2.631107294
84.60443,33.62,16.90834463,33.54,15.57994865,20,19,19,37.8,31.9,28.5,-1.589728678,2.672210022
84.57691,33.45,16.43616596,33.53,14.97368815,20,19,19,37.8,32.2,28.7,-0.8714073376,2.680629233
84.56194,33.07,16.53595905,33.32,14.93031711,20,19,19,37.5,32.4,28.9,-0.5542977659,2.672107602
84.57285,32.61,16.19387071,33.06,14.46742862,20,19,19,36.9,32.5,29.1,-0.02352295917,2.659255674
84.59148,31.7,17.5275732,32.3,15.70272246,19,19,19,36.1,32.6,29.3,1.387265616,2.603888596
84.63071,30.42,19.97448887,31.18,18.25958895,20,19,19,35.3,32.6,29.5,2.167191783,2.518049252
84.68711,29.3,22.44118997,30.14,20.64821416,19,19,19,34.4,32.5,29.6,2.218000264,2.43907903
84.73531,28.25,25.07809159,29.25,22.91817672,19,19,19,33.6,32.4,29.7,2.912070509,2.912070509
84.76693,27.76,24.62528487,28.85,22.35263137,19,19,19,32.9,32.2,29.8,3.090542437,3.090542437
84.8032,27.04,25.52654521,28.2,23.05595106,19,19,19,32.2,32,29.9,1.81942522,2.301048892
84.84235,25.83,28.5131516,27.24,25.21508865,19,19,19,31.5,31.7,30,2.954060082,2.954060082
84.85957,25.15,30.23666958,26.62,26.67487054,19,18,19,31,31.5,30,2.185105324,2.185105324
84.8792,25.18,31.18981326,26.58,27.85140108,18,18,19,30.5,31.3,30,2.189153222,2.189153222
84.86829,25.64,31.13109773,26.85,28.14249296,19,18,19,30,31,30,0.5230151149,2.21898299
84.87254,25.15,32.69452759,26.23,29.92701577,19,18,19,29.5,30.8,30,1.7255641,2.174726848
84.86301,24.96,35.36236422,25.89,32.52000109,18,18,19,29.1,30.6,30,2.011840174,2.153691881
84.84786,24.39,38.37968972,25.38,35.36976398,18,18,19,28.8,30.4,29.9,1.953570391,2.118469524
84.85873,23.29,41.98613002,24.32,39.25869021,18,18,19,28.4,30.2,29.8,2.779789247,2.779789247
84.86393,22.96,44.06084096,23.94,41.72589994,18,18,19,28.1,30,29.8,2.724081255,2.724081255
84.848,22.97,44.60249617,24.02,42.08794277,18,18,19,27.8,29.8,29.7,1.804263164,2.026593647
84.8388,22.85,45.55475189,23.91,42.95153526,18,18,19,27.5,29.7,29.7,1.967950385,2.024167057
84.84931,22.46,46.43545481,23.45,44.13597975,18,18,19,27.2,29.5,29.6,1.969650322,1.99280193
84.87533,21.98,47.63654856,23.33,44.00894888,18,18,19,26.9,29.3,29.5,1.989400139,1.989400139
84.90218,21.51,48.7473088,22.69,45.94410117,18,18,19,26.7,29.1,29.4,1.943111963,1.943111963
84.92432,21.68,47.69520403,23.13,43.83764089,18,18,19,26.4,28.9,29.3,1.985757604,1.985757604
84.92578,20.99,50.31895696,22.83,44.840839,18,18,19,26.1,28.8,29.2,1.967291304,1.967291304
84.92838,19.73,55.82664397,21.76,49.14500653,18,18,19,25.8,28.6,29.1,1.885393522,1.885393522
84.93314,20.76,51.10988907,22.18,47.25711439,18,18,19,25.6,28.4,29,1.589277419,1.926034276
84.93746,23.22,43.51039061,23.76,42.24727605,18,18,19,25.4,28.3,28.9,-0.1016410352,2.06448145
84.96416,24.62,40.12609156,24.86,39.30678881,18,18,19,25.3,28.1,28.8,-0.9945950733,2.165001554
84.98843,25.72,37.66261787,25.89,36.56485957,18,18,19,25.3,28,28.7,-2.219431908,2.261204537
84.98815,26.43,36.1202196,26.44,35.02093559,18,18,19,25.4,27.8,28.7,-2.45825578,2.316617296
84.97346,27.11,34.26642037,27,33.25084232,18,18,19,25.7,27.8,28.6,-2.497897937,2.373494237
84.95672,27.84,32.39244651,27.45,31.90403448,18,18,18,26.3,27.7,28.5,-3.004766047,2.421109585
84.94539,28.5,29.99612079,28.06,29.64208407,18,18,18,27,27.7,28.4,-1.838210305,2.483579218
84.94506,28.96,28.03045904,28.67,27.52740251,18,17,18,28,27.8,28.3,-3.45327787,2.54669872
84.93893,29.56,27.25932813,28.96,27.14761653,18,17,18,29,27.8,28.2,-3.109030657,2.581113057
84.93131,30,26.56797134,29.39,26.41425339,18,17,18,30.1,28,28.2,-3.381574468,2.62865191
84.91775,30.39,25.49500027,29.86,25.08866294,18,17,18,31.2,28.2,28.1,-2.855258509,2.680285169
84.89897,30.66,25.05402595,30.18,24.46583622,18,17,18,32.2,28.4,28.1,-1.91265881,2.718330148
84.86546,30.79,25.29525592,30.59,24.52507847,19,17,18,32.8,28.7,28.1,-2.777266916,2.765079547
84.81609,31.65,22.59700639,31.41,21.85306933,19,17,18,33.7,29,28.2,-2.649581274,2.851007064
84.7659,32.43,20.4603395,31.84,19.94745657,19,17,18,34.5,29.4,28.2,-2.301452398,2.900593766
84.72263,32.7,19.30631566,32.26,18.56324954,19,17,18,35.2,29.8,28.3,-2.289130451,2.949582347
84.68661,33.32,18.49421826,32.8,17.7044426,19,17,18,36,30.2,28.4,-3.052966664,3.010512594
